future_id,primary_id,14_L,19_L,43_L,51_L,9_L,49_L,52_L,5_L,47_L,32_L,28_L,59_L,57_L,40_L,55_L,7_L,45_L,2_L,23_L,20_L,35_L,27_L,42_L,36_L,29_L,50_L,58_L,60_X,12_L,30_L,13_L,3_L,8_L,15_L,53_L,16_L,54_L,25_L,21_L,38_L,4_L,10_L,26_L,31_L,48_L,61_X,11_L,41_L,18_L,37_L,1_L,46_L,56_L,33_L,22_L,34_L,39_L,44_L,24_L,17_L,6_L,emission_total
11,370381,0.9958058702255868,0.2626992158683645,0.7283103845984552,0.4524776325251738,0.2119541622881298,0.6778774983951826,0.5697487101651876,0.5469065799873954,0.8262166856118813,0.50054773085406,0.8149566012402295,0.2973047535377822,0.2957005088763804,0.857478246338458,0.0203420269670842,0.4043722087803734,0.5984613605979126,0.0006343288585686,0.3629743521716046,0.9864502952643198,0.3734841863342956,0.9842919964128848,0.2900942314788371,0.3424448601330979,0.0051686914913077,0.5751985241459958,0.6382683636108906,0.583055208096151,0.111204525210165,0.506011976523301,0.1148655910536449,0.8179931949295578,0.6418207521142051,0.3518672773515382,0.913117349522525,0.4626368901956345,0.9749245194984336,0.4442285218466179,0.6494995280314738,0.5258100519128415,0.2085978697134708,0.6507123482930506,0.8651221182118322,0.4137923162484395,0.3672492466723242,0.5611307302690504,0.4790433020584325,0.4845524247498985,0.2193542387969443,0.7110104861485248,0.6154936832542115,0.6483382650349941,0.9307076693550854,0.7289040346542726,0.9498150803268798,0.6123885699267442,0.0067306999002671,0.7486386306113063,0.1826867449914835,0.8028911620875165,0.7418006169591371,11963.43088307399
12,370382,0.8589509051379669,0.3143381357568752,0.1032152786792662,0.4089515430780064,0.0761319950299995,0.7304489417665814,0.3685368113209076,0.9899660092464292,0.8350169206530564,0.5062131064724067,0.9768165326815113,0.8227378616736366,0.7588730890883713,0.1036071607914961,0.071427823626257,0.1362531661688783,0.1179398300876733,0.0972572894590679,0.0931235265504433,0.678425824509018,0.6236679918939302,0.952465283491134,0.4527041029485331,0.9330844199853928,0.9392911990923852,0.3305505971420733,0.2391247658461466,0.3263137288309279,0.9068664617389258,0.3783495363558238,0.3488890603202025,0.3051898742180407,0.5837215609888164,0.2460191240507532,0.9125569174606888,0.98984777602119,0.2174263105537991,0.1406655608919536,0.3711520954307015,0.6995262177869606,0.2220854767017896,0.0469132508061578,0.0682764897637268,0.9285534377021448,0.812406269857421,0.4668558443955105,0.4757496095058652,0.7837556982014111,0.0557127697302947,0.1059629989752389,0.2487634314614951,0.5964673621192115,0.2327952880079616,0.6802447726743162,0.9819814142150566,0.6394634768201624,0.348799815173003,0.866369825345281,0.5178402697848374,0.9022998371980504,0.9275575887776196,11800.11424535164
13,370383,0.2224191678750072,0.8237513363557527,0.3034664642080724,0.7408349975032478,0.2913823953071932,0.2703846999061368,0.3847522227049933,0.1608075275111874,0.269931473934674,0.1629243415777016,0.7195003874304872,0.5693985178974593,0.0722987930097142,0.4707087467375286,0.9014571481785124,0.4858307045279383,0.32394641182897,0.1190480061869658,0.5738777872653067,0.6716610170398053,0.2172895909906134,0.2493963798121789,0.8251863587607822,0.7162354053347588,0.3227315801398525,0.3469913735415305,0.3329199469015584,0.4613862393437834,0.4250261263865431,0.0759406853538206,0.5676279610819598,0.8295534708697412,0.311233435814463,0.1553553364751105,0.5782865207389175,0.1847794831532263,0.7624283406961105,0.8109535492397383,0.2297036458081164,0.4428057729421346,0.1077139716463386,0.2803626732532197,0.5236396913588728,0.0081198007634736,0.05068620937561,0.7060564477743655,0.577203295830316,0.9078711517247516,0.5080709607312461,0.548957050139024,0.7042704236180118,0.2073045335846334,0.1696830535495764,0.3794553349334412,0.2412278041514094,0.6639248463649541,0.9208529446863069,0.356641067974309,0.8551046924187469,0.8297866261829625,0.5781768166244589,12698.264052030501
14,370384,0.660023130659432,0.6340937618975568,0.2951458919217855,0.3678604936862215,0.7853708343633629,0.253734697512475,0.6094948368050748,0.2433788321297242,0.8650669984332136,0.4085220955850021,0.0467607660613693,0.416508840718158,0.617400907096805,0.2147703023677179,0.3629011891232736,0.997441011952448,0.873670570141723,0.6171999113620347,0.6780261237201398,0.573325556335461,0.7767567863171899,0.1124245029828571,0.9023942392953552,0.9468846829882166,0.3286368396398409,0.6884943078210471,0.3668530606992303,0.9191708602573894,0.2938630862719219,0.9209293429054471,0.7277156519168861,0.0878519946795864,0.8256406340324235,0.4682050580056118,0.5966367178496589,0.8755659887241353,0.7507313584206593,0.065524857265969,0.2398644927906296,0.6099817779017745,0.881788445589103,0.7572583840499721,0.4100316907618267,0.688351848109495,0.0979402038887005,0.9445408306702292,0.6875530250156974,0.1484763199271704,0.39200801984871,0.9948216955601727,0.9613330847517338,0.6165548238922917,0.7081924551556892,0.7634678802741747,0.6551033039322165,0.7065606937171187,0.6969596587833171,0.8702603408989994,0.2346222970064186,0.317365417221302,0.1954607494473913,11063.386118158403
15,370385,0.8014754391495608,0.9637013171278,0.0972823186937084,0.3813513267878963,0.159629848795432,0.2881518655560481,0.5910611340059697,0.351401109749159,0.5281969569400404,0.9710806172900074,0.7574607359536636,0.3958289772242709,0.7996903930211376,0.778282069560833,0.3002191891190813,0.6646837691207058,0.7888209451239243,0.391538833633451,0.9374360271450946,0.7389084116461536,0.27582868167017,0.4848292121181444,0.6305362040998037,0.0846561765298704,0.3911505550565705,0.4363494862185775,0.1055018988582401,0.5786189594525968,0.3029564563368797,0.0677889079386257,0.5307860616873569,0.1732728502519608,0.222363302451887,0.5408163686958118,0.595817725002495,0.0283813086132732,0.4696094188686327,0.1325558733857582,0.5230165479213246,0.0928243623066716,0.4132171113483828,0.9184386518547686,0.3815632392971703,0.3367491867370566,0.0293472426443326,0.5463734488496351,0.1284738554170409,0.6437377191632127,0.674031459559346,0.4864666996179935,0.3961801386158594,0.7746225715346998,0.9271777534385416,0.4197020242069589,0.680047023739696,0.2214623538463176,0.6992247773890653,0.2485864600264183,0.1532829227102991,0.5276392051992645,0.6461369400374253,12001.388058856173
17,370387,0.8037573496100375,0.3557412321656672,0.2226294116166994,0.5246844842810439,0.2029242080053601,0.1342814109833263,0.3654301431172449,0.138617431227528,0.935972187773654,0.0225768618144544,0.3873042038614951,0.6991213859843185,0.4508263287489613,0.8348513656249624,0.2280056461953853,0.0314470260284387,0.3739181464525408,0.7412755258736246,0.2725071233684295,0.0561702892637375,0.2574512806189403,0.2160566577783701,0.7108293499567472,0.0412748968450983,0.1771691446022061,0.1089721662137722,0.431304992552282,0.763336804051909,0.0463206035638464,0.3133852075092335,0.83066125414703,0.7755563327948845,0.3127210784803644,0.5615685737628254,0.3149933274719083,0.2086039000646718,0.5789716525334796,0.3868688054761628,0.0154883406884322,0.055835089196429,0.2743050377998121,0.952287501354484,0.5328895725643835,0.6092574448578906,0.8321972195169322,0.3956357773130908,0.1227442398837577,0.052276827317633,0.8341507839696065,0.5048905704390113,0.6636748601758834,0.0033092836923668,0.6632370639246964,0.4277868592998857,0.6126070571293236,0.7347068461442476,0.2866446048450493,0.0003136692968169,0.048422605325974,0.482246086684806,0.4752952658228582,13525.977344826499
18,370388,0.3017654594845315,0.4386957296886532,0.8369945462445777,0.4518911025972498,0.4365847848282864,0.8209632235986242,0.209670771405367,0.6420220202262344,0.4439659026283251,0.8233188392173252,0.073246491277816,0.98708264183748,0.9904564173283228,0.1591977302576559,0.1816001006223974,0.1243248734370907,0.8672338598429526,0.5555329791014689,0.3949493172631895,0.7029738979733422,0.0292795186828852,0.1605840881254072,0.0002981197223783,0.962242823206652,0.2520366621238522,0.4425696781952933,0.5323489380335137,0.4325806931094122,0.1353256495634599,0.2935469610865999,0.5918499218977451,0.1463043248198881,0.7653224849384294,0.0779582764527634,0.0683683194036429,0.854334275434126,0.0739980341993674,0.6507761479688345,0.883989738459674,0.3770724605988123,0.7921999967102965,0.910141121014737,0.5131091652364198,0.7560184688047976,0.2602685229893718,0.5305337644743713,0.6722779262760585,0.862803956541417,0.4847548538308994,0.7714842841227183,0.1086496615936932,0.988303730078012,0.0268495387145966,0.3202639992263938,0.0632276302723087,0.9061079968905086,0.9821996521946964,0.7515356877914321,0.7485734321123679,0.3186423073890516,0.7825874822251538,11129.833922889966
19,370389,0.2182175649965916,0.1595969802973012,0.1668319056527147,0.0771927036547202,0.042546009860712,0.2007056440062861,0.8758970369734452,0.0637603026960777,0.2823403734395609,0.7907372788388791,0.1056911739097049,0.85353403760747,0.6447365921959821,0.315254011918249,0.6862395647322342,0.209282337703655,0.4728102697534337,0.6138760842493867,0.9702491361836112,0.958741683158259,0.8635404191014996,0.0145976623973407,0.0661765831695899,0.017181175770372,0.9857785921587626,0.6227575472697445,0.9061690118710128,0.7012643572907294,0.0572274391692586,0.7145454212875743,0.9477091077468248,0.4386514857226375,0.4883026808339545,0.7492343170210579,0.9168139874205232,0.2008599498672977,0.259596355715641,0.1199609938610149,0.328448545116755,0.7773583766067246,0.0686908189699992,0.1110385725354552,0.8544166843495341,0.3161252513983417,0.6655537651592454,0.0963208372578751,0.8603346791962636,0.7858762513935329,0.3332641243920259,0.9524943384717488,0.7416376320017474,0.0426615940703695,0.969963870845222,0.9743621706177658,0.7505902106002981,0.2912000725723629,0.6318897257399356,0.7894303779084243,0.3084649038079298,0.2499170894302128,0.3402696717117142,11716.467466259997
20,370390,0.8096176400420624,0.7860538752278847,0.1243750234418784,0.2446604439491408,0.2981194493784537,0.2013743055716434,0.962552804593786,0.8829824451631014,0.8974935971542608,0.9194784536062444,0.8245037237233145,0.7220539880720342,0.8377833722817931,0.8958527160078712,0.9392147260609484,0.1327348336222816,0.5165905680383219,0.5146217617744441,0.8759204818419412,0.1923635658361055,0.5102863154846269,0.746413572592737,0.0564368607756769,0.9254321572283072,0.7302894941685851,0.6643263376524604,0.3876632595564859,0.880070332088505,0.727914457203048,0.9889903565828192,0.949304244253064,0.2320076098863389,0.4287415045130226,0.8598990942795853,0.5335114433293024,0.4933547551496523,0.3913921809852714,0.674897728997982,0.7985563166640951,0.7803697976650934,0.5193191208742323,0.9461587944909288,0.002150395854164,0.6064054613444275,0.5809043543007701,0.2649482418934653,0.6123180744344106,0.8740103296580337,0.5968763594614015,0.8165630448937611,0.6622855740342987,0.865873002963591,0.7776777592373828,0.1696526249740122,0.7866827348996629,0.1588229959110925,0.5909806954922201,0.9558359887120296,0.0884593508662223,0.4197568773580962,0.6748901587124659,12130.470813333759
21,370391,0.3829092305937481,0.8013246239861619,0.9491709210983916,0.0405420645298843,0.6148866953864657,0.9077520059836648,0.7217095963221564,0.1824230701051555,0.2378528120873465,0.8794214230676489,0.1236367979181786,0.2034038117060792,0.6740327309473347,0.3139561114132123,0.0662899745563193,0.7635910077486006,0.8287900765686387,0.2968838232273064,0.3373595344839281,0.9969727236033428,0.1654806900351198,0.6043673483277898,0.0882045005746178,0.0682877404376026,0.4031941797540374,0.0544999352743913,0.2664977994220379,0.5437882457350584,0.086562312766152,0.8137863291288157,0.1293511077677869,0.35220976950789,0.3344360721050987,0.5799902955225943,0.6852619871126517,0.842372149984065,0.0758025497518179,0.4321611854813341,0.0970435392810369,0.7630192282654592,0.9342478628770288,0.3700736247438637,0.0718352299608442,0.0648561762022531,0.8764499114652802,0.3064768653438772,0.8794609395593839,0.2879108296045617,0.8498909500180734,0.0624764319280531,0.8706922871673368,0.7811424944119648,0.2185157908158019,0.0260082416711288,0.7810049961713602,0.0101228248486391,0.1622474057186272,0.7396536378492725,0.850146318137428,0.3891772656124962,0.1918468324932014,13307.137256183501
22,370392,0.7663847542828416,0.135376905277296,0.8015342654946378,0.5593794608906962,0.0841100393065154,0.6101533702052793,0.958875763856754,0.7375168311400545,0.3720633054209741,0.8102610505998665,0.2337540617488253,0.7182675848540697,0.7710456790807957,0.610835202513723,0.3456590289233448,0.4738194752632982,0.878600536132356,0.1428133534566953,0.54419000808852,0.1016852187016675,0.6079996100754503,0.0203789317675419,0.4979736334686705,0.9484539029951504,0.8323956711904961,0.7046570427151727,0.7781278809654738,0.5291616996938006,0.0941507344565393,0.903192432316472,0.9538978203293644,0.5570136388268316,0.4056856660215874,0.1489093015716104,0.8012459528493059,0.7484995969573576,0.2538451886802229,0.0952246227071327,0.4043718205687794,0.3303917404025853,0.4527817262056956,0.0959043845981633,0.1886606044295249,0.0735852799641505,0.4950829129087059,0.7875232755936348,0.3261016803432431,0.511917465747069,0.4426518201048198,0.9236162166737456,0.1136123860345273,0.3675141430033238,0.1405771695542307,0.8819836336741695,0.7288346835083026,0.1788850595149848,0.1439517455193922,0.6921956967140617,0.0961209643777968,0.0286038712802081,0.0535888405922828,12697.208662830935
23,370393,0.6180882730472433,0.7756988443254961,0.4799598157525708,0.6736978737905251,0.9559441529897134,0.5286927609172607,0.4999477325672835,0.672366870941738,0.9302499532605832,0.3919057127685986,0.4391782817728647,0.5630896685539171,0.0246862814070129,0.8754477212966424,0.054336040707258,0.653546530102304,0.2185760542405215,0.354948702101521,0.7458514251768928,0.7761525809778211,0.7787141729279883,0.9571834454294488,0.2786438878621976,0.4009398047345546,0.2788623464118951,0.1177511404576252,0.8343250871736191,0.8302104579888601,0.3050456061769714,0.0422324594353892,0.6769544713071165,0.2560876285347118,0.4730834885685334,0.0018973464136705,0.3297826560500167,0.0913082517975933,0.7531101887060183,0.087051073159,0.4517808465633052,0.6770128282131637,0.4473872972114606,0.0887485546546312,0.9481340249971876,0.5781706112016118,0.9388559682896092,0.8564368168535866,0.2454654736605789,0.3874873534395258,0.2007503978771632,0.6511529447680592,0.7372913130725021,0.2491096710082046,0.4855072791536415,0.3668267522730694,0.1678264712587741,0.4078910873541953,0.2253757697155929,0.1908867308032065,0.7298858595787008,0.0563620631797462,0.8802543246019261,13424.021950203065
24,370394,0.5320263070204131,0.2053661675399568,0.5040344300067953,0.846141471496987,0.1757964297523353,0.1555515147240452,0.2886356087429764,0.1613169646427655,0.6721672985911525,0.7164454126720495,0.2012735526231911,0.366690660422821,0.5070393358105152,0.864048217497589,0.529310951417146,0.4612393557060548,0.0844868988291017,0.7058880592625747,0.5899808610749554,0.2178414534491966,0.6954573063046643,0.7802467070590113,0.0223963688810087,0.5852734906792879,0.2797659539262161,0.3117701692307695,0.1500381842037299,0.5911868517665234,0.6603323118760248,0.7104942677088341,0.3215630998886633,0.8660615497884747,0.7124476726404109,0.7352349772520119,0.5269275160472028,0.4750272571722448,0.512817535546019,0.90345263919841,0.9266763614272288,0.564227945406338,0.9918193354474656,0.3807527009276896,0.1593793634694039,0.943085703808947,0.3902664847440357,0.3145601622708178,0.4530281733589253,0.4009691583066678,0.8193873834983553,0.5490172034872158,0.95151209174366,0.6078888076213761,0.2417086941059409,0.5766756460708456,0.0376563318219951,0.5258348046560247,0.6677511619492837,0.8480464943680969,0.7713724828669779,0.6006307101385827,0.163642117482785,11338.781843605802
25,370395,0.8264132057152487,0.2089910298868964,0.3093753880865192,0.5811742860950851,0.779210634943188,0.164021348205301,0.2145696849054537,0.7517434685041703,0.7824722560990829,0.6592583601249382,0.1400848936813215,0.0602282390468391,0.0897044757551563,0.5111345183232148,0.5748250496156002,0.666402667239492,0.7559922100908822,0.9967058342884684,0.68880753090208,0.1299604318266994,0.6808411791964035,0.6657201354152055,0.9192645620646868,0.5176946718929183,0.5601278027541552,0.7761060503777493,0.482453555024364,0.5844377071493113,0.9323221031528376,0.2175226217854271,0.7894086360794832,0.7854097777915833,0.1032745855388607,0.1013627872306265,0.3137541650329323,0.6678684953365986,0.0760736691639742,0.0729561767988124,0.4666613479340957,0.1203668219023855,0.2334246966350914,0.2892994399259884,0.6660624559574044,0.5492030643262359,0.3601821245855737,0.9659689588638072,0.3032575818828864,0.7844819817543025,0.61216257746569,0.0125878080176343,0.7990447064746244,0.4943797012717846,0.3235709948113052,0.2306748548904219,0.687786115687012,0.5550543597241603,0.673230213111538,0.0386906915961992,0.992192446042409,0.1331374229627315,0.0157472035956612,12285.586465393766
