future_id,primary_id,14_L,19_L,43_L,51_L,9_L,49_L,52_L,5_L,47_L,32_L,28_L,59_L,57_L,40_L,55_L,7_L,45_L,2_L,23_L,20_L,35_L,27_L,42_L,36_L,29_L,50_L,58_L,60_X,12_L,30_L,13_L,3_L,8_L,15_L,53_L,16_L,54_L,25_L,21_L,38_L,4_L,10_L,26_L,31_L,48_L,61_X,11_L,41_L,18_L,37_L,1_L,46_L,56_L,33_L,22_L,34_L,39_L,44_L,24_L,17_L,6_L,emission_total
1,370371,0.5209127574411777,0.8737702777381363,0.6433690806758332,0.4265736039758263,0.3739863905809147,0.7129118302526037,0.7022892033571729,0.2054395024034726,0.8324747269309759,0.9878653996094764,0.2573692682195522,0.9129964712498806,0.2838825688843426,0.5646379769235328,0.678094451040007,0.5988484018368261,0.0551644274057683,0.4180405722577253,0.2558369711950339,0.6550650404248367,0.9676055003790752,0.0634230955212478,0.3260335179676689,0.3788547022233866,0.0831064753416914,0.4609729364891075,0.1720148382217205,0.2010353154909043,0.5215173533611567,0.9279335753333958,0.674886778282915,0.0962418654827376,0.1594925055997313,0.9874043730018428,0.3402139865672148,0.9229236603680124,0.9120582037980708,0.4417771224017669,0.2905287562753423,0.7839160461459106,0.2108804470485648,0.0241188041989127,0.8637170816716554,0.457435236218273,0.2498077028158865,0.4516529640612097,0.0330331915002957,0.1650310000970196,0.6802663583390187,0.6042192755932738,0.6044696851608862,0.6269764525325605,0.1797744727164658,0.2749678799249659,0.1234922555078667,0.3262418794691304,0.6725338575871053,0.3454119146520231,0.5385827109494205,0.2613223322446211,0.8783802300144548,12722.540096215433
2,370372,0.3178852455924877,0.8137157156429096,0.7051126946856996,0.1586515638911682,0.8964633400026201,0.5311395495376333,0.752523654314787,0.4536224399718713,0.3277394671426178,0.7147198527690326,0.5926547617900113,0.9342386577274278,0.9891670385522556,0.7267339189721197,0.316747419681842,0.9089390404694008,0.0996092653637768,0.3103217501244606,0.7103149603732798,0.4229048303152692,0.673351408324698,0.8472751066164509,0.5194590552600138,0.2410288777350769,0.8381311049184603,0.465364543258682,0.967108026116725,0.3293812453889899,0.3433340994567359,0.4227396542595701,0.6643632758370478,0.558757219058596,0.377473565984133,0.643857028811539,0.2907204154328934,0.9306228741679966,0.0922755450781938,0.1607816092976598,0.5343866028993534,0.8708149382861645,0.9033035712846864,0.0744303041224678,0.7805815785136754,0.0618478684916516,0.5682228303402777,0.406843217558293,0.7590734096813897,0.0719760765264075,0.9025471152848435,0.0447203700780367,0.2220922684240438,0.8456561059440639,0.92321367535884,0.1765004717801511,0.259776547204508,0.7835294299167933,0.3390509536353162,0.5909312659770443,0.632657632808793,0.5997614034323853,0.1752447503366481,10789.16472930248
3,370373,0.0686782940210599,0.4633667486950713,0.6091882639005095,0.2057572926351032,0.6989219345191114,0.6666239671251202,0.1210251018589887,0.0234105141861362,0.2526456196099031,0.6820923329640105,0.8531541310559467,0.9456560784737418,0.7529943684727604,0.5364000065562776,0.082950991256899,0.5141035876127446,0.34120166643989,0.3889844665482704,0.6007625711532993,0.0977043265913574,0.4108234611918159,0.1182251792205928,0.1604494583567568,0.8489291790089879,0.2128366465311808,0.6022250661064004,0.1521567931342351,0.8702490259290299,0.418026508745539,0.7160138554241229,0.9716601043966168,0.0486474665375988,0.9582633884611595,0.4537477597394124,0.9875604979745158,0.761219118076152,0.961140454677707,0.5166938147435329,0.2978559410437704,0.4357076488663717,0.4583655118932805,0.5950671374382974,0.5717549621623161,0.9302077533989084,0.0584913971717661,0.7764151014157601,0.9900355072410534,0.8075279121262591,0.5892972687283035,0.9898345592833416,0.8176031268869941,0.4973411687292145,0.1201590460857439,0.1189507726949247,0.9541334434743084,0.7816520208028657,0.482345972807262,0.8743851853975049,0.973149716333772,0.692794166066554,0.6531643686813908,12424.639203572122
4,370374,0.7918810334585625,0.2301877062855866,0.5970465105437809,0.0704561132205411,0.113596974137338,0.8867105603169488,0.128950826799489,0.6769075791793395,0.8091816510343584,0.6115996602315257,0.9428938524760062,0.9663842930551751,0.1766913725682129,0.2377170878645661,0.4975957797620767,0.7729898278598166,0.6173408672935707,0.1626605016187333,0.2446806819929652,0.913490433657582,0.7744506446836664,0.589260549016021,0.0511894069708881,0.5774510242829829,0.5172156483986478,0.9210248403479596,0.4652415277725895,0.2787776907865093,0.3698313416415399,0.4734965978639202,0.1659553913248721,0.7487224558211992,0.3160867691832696,0.4635531292102247,0.126145230495886,0.8939839221146711,0.0304631838685186,0.7972586519598882,0.5890955855116862,0.1983114547546558,0.4530929464973204,0.9488628808031404,0.5178180178532324,0.8033975581564372,0.5396352784100079,0.3071228234453151,0.2333948071619839,0.2768464647222846,0.2031935224162486,0.9027449584247312,0.4462281902583278,0.0536075895141622,0.5659713585594496,0.5803256455217591,0.8593573857273751,0.97514764183572,0.6031574546875327,0.0779447454159874,0.7781281326767535,0.3408141115727816,0.0964094266705265,11043.568078481152
5,370375,0.3528446895286874,0.4641060261410461,0.1681561981103032,0.9807885558364914,0.6286710260201657,0.437717626100559,0.3309712009379602,0.7654322950578359,0.3056131220136739,0.531166823991491,0.1570051511865593,0.9118708855781208,0.533613228667788,0.5426772701874841,0.1309239358053067,0.3612398597037774,0.3505991392564017,0.5927488261932615,0.913752637954191,0.2759615036397209,0.409055402506732,0.6175690281458541,0.5350890542860716,0.622858784165037,0.0803656229694834,0.3077818427879807,0.020584342750528,0.2033112956728052,0.8905152097072084,0.0724270079790418,0.6674479121654616,0.2272123358559692,0.8101549046334978,0.295608709644256,0.8230800875348188,0.7621263797956357,0.6620045204525381,0.4947394391733481,0.9158124841650156,0.0383024251930767,0.0119395949039231,0.1908906025020233,0.8996545541560969,0.5034474068067938,0.6006843501175649,0.6837672999815818,0.4490434962129153,0.6630616282206758,0.8101240190486795,0.0303654958744412,0.757953608683501,0.5236367518793111,0.0746358319922953,0.8044645343289732,0.1187249812777806,0.4309765139028875,0.2404325188662597,0.3664907412049454,0.0570060096321623,0.269640729089574,0.8313395437077851,12273.934297754879
6,370376,0.9571020784944296,0.4709278156239064,0.4822594610492704,0.0799131711139466,0.5021716061535193,0.7054990156734234,0.5203989437361218,0.5726872024391757,0.0355599763545834,0.7936396518859209,0.6794238302177747,0.0597105764921888,0.8641611044777971,0.4676662455681862,0.2582097318667808,0.7967559141299884,0.6237057815508783,0.0039574619375419,0.1289813258295662,0.7727633621164375,0.9315179430692336,0.8284221772302008,0.732238524195706,0.2577528379204949,0.8126830724624102,0.5984601646708536,0.0309879413550647,0.9332089821517874,0.9779987413493154,0.7800347675192297,0.4614452370139971,0.7616626992207391,0.2820777960911599,0.6527373002083706,0.0265410246920836,0.1113665787117957,0.5547545652389229,0.5325532952896622,0.0605615848457578,0.9197832773885108,0.915231636804018,0.6490658273682326,0.6791353356961519,0.5903551331893881,0.156445601131009,0.9264048279387748,0.1269960647769052,0.010999959915737,0.2718467370657234,0.6886236848167369,0.8288015592274411,0.7577861594239216,0.7705622377214817,0.7315492320007344,0.6279655010159577,0.3617023310575649,0.2643639334017121,0.3609826330364526,0.5615052926989342,0.151708020360173,0.6788309545078967,11593.355066781776
7,370377,0.7899412699367188,0.7494804614559232,0.639764190887302,0.475999355617837,0.3104627277769679,0.4890968698641266,0.8474233439205756,0.0027883559588656,0.2970226312668444,0.3791326434891173,0.9057889506402688,0.0872654966769669,0.5758644652917216,0.3805455764919495,0.0504507572799404,0.9090933636199574,0.2649574740942974,0.4594222958744151,0.6633293144978367,0.503528512553776,0.2296932259851961,0.3797051668354938,0.2174550729706744,0.8876126462373369,0.9651182383723014,0.4553870490109112,0.1258944235390728,0.8388483588359895,0.9985365438851737,0.6188575687050847,0.6086914820099283,0.2974221668940472,0.4744267513628321,0.8799851616500584,0.4472733744055582,0.5251091679161156,0.7263181861375633,0.7153929469100127,0.0289702446692759,0.8094120638728634,0.4038388065021582,0.0347582996337939,0.1554444633575501,0.6962744040486551,0.7439896571648009,0.1278849129452506,0.9547629679191167,0.5566000939137853,0.434767588623032,0.5035732150519815,0.4066116833450001,0.0496839888534695,0.4674947042237803,0.8190156953522638,0.2274397678446066,0.3278556019466302,0.2561570042933896,0.634997557162706,0.381156967719153,0.6867654108529664,0.5045951411465123,13020.886465508827
8,370378,0.3435948842744941,0.0910427403506847,0.8852289933366785,0.8140412211280951,0.3333475822351216,0.5630344861280513,0.3120959596264951,0.8786431140057153,0.654034858046543,0.6880784067085645,0.9669401149463333,0.2937543524712758,0.6328356046079093,0.9752511917651052,0.4472828523439897,0.0922493802793674,0.6045158816687076,0.9870647044373656,0.7651037200458793,0.3615724720921854,0.7071766024063837,0.8845161563928458,0.3439634003065764,0.0983194348564303,0.7776298133417632,0.344004834037713,0.2876546728711939,0.9085753627609012,0.2222795163740129,0.1857654567848582,0.8399131373048272,0.4493534166769394,0.9744373819792188,0.0427459965982679,0.6784519168478924,0.9862100403439716,0.6591550479159897,0.0018418957631717,0.6634413249065825,0.1442458685793722,0.919951488668699,0.0274507466911484,0.1223832476418458,0.2798474314160736,0.7289054283586648,0.4256564018569966,0.0901305569808478,0.1240957710703246,0.1213017148393935,0.0076889834387385,0.894596133993346,0.4624293234083191,0.2051560956256769,0.7528094959124223,0.4988977997864272,0.1650750404067174,0.1281344442856537,0.8390870300550302,0.7186275651230776,0.5056338885565518,0.2971640847570379,14228.549163012596
9,370379,0.720119133987521,0.1787946797392213,0.9716433469712876,0.8187783502061914,0.599395768720919,0.9742062090588344,0.6156908104589979,0.7247171869950595,0.8765841068423477,0.3963336823786533,0.6428108579160504,0.5755213424587978,0.1850290601946337,0.3504047691101912,0.6276344977822812,0.91798029960852,0.7462598914302548,0.5111097678094206,0.4338218720474014,0.9182759220743972,0.8687050317621005,0.6386224238633612,0.5567246577421293,0.7122385043951274,0.3172740048706854,0.4994466052310614,0.428346875910561,0.6286481774947622,0.1292447666762624,0.6424119345159142,0.3433833121158922,0.5838816690007803,0.6886084177242231,0.8480371147562094,0.9579671658512678,0.1609070363733293,0.0011499299547171,0.0906163478282021,0.0991278073976406,0.7500288149058975,0.51051870415274,0.6340710849590948,0.5343118912469389,0.7748523942720459,0.1553185024027644,0.3178166239688649,0.3595588882040943,0.6744928081746879,0.1637191024818926,0.2458434029428491,0.7826071688459101,0.1796981673206089,0.1148401542002445,0.5969694089559061,0.0938736547749587,0.1041895173710445,0.9229127280924436,0.7553488322661897,0.427926681685898,0.2078706439624706,0.5572269991195773,12489.537633636928
10,370380,0.2537615597414729,0.1473595652800878,0.8530743555202734,0.2836199480399568,0.4629588393437716,0.0693107506983522,0.35847967535963,0.3005080605173861,0.012704954912271,0.0563312114280561,0.5604929245626015,0.6908879289757849,0.7894029756022933,0.6626685618788789,0.1018919131922474,0.3147771136833313,0.1406873781431973,0.7821292175395083,0.7266312214651384,0.7062514873535671,0.9610790331737477,0.7644984377846524,0.6518901300000702,0.8516779148553073,0.6761565288465468,0.677923520490789,0.9936771960338308,0.1588070459170697,0.1912283789180149,0.6520405504891852,0.934041019173916,0.6464373278352914,0.8349265172105444,0.4614058594379618,0.3190588761974415,0.2852597848340107,0.3286567459973838,0.2864506613832225,0.9326939462531872,0.1472473595533381,0.6539804185966835,0.5810997860785276,0.7998060573918142,0.758000346068211,0.9065767993360758,0.5904661840399521,0.3428404373147948,0.2987192135997861,0.9812229239414336,0.0548184219357338,0.0447037301040519,0.1761497451106596,0.0003232060818641,0.3389125439515904,0.2819194748653775,0.0669190706886868,0.6794078404170506,0.8210688009082575,0.9741584093524492,0.458449658435513,0.4562561226990088,13519.594860409874
