future_id,primary_id,2_L,12_L,35_L,20_L,57_L,60_X,15_L,3_L,37_L,48_L,33_L,61_X,63_X,10_L,13_L,1_L,22_L,45_L,49_L,14_L,54_L,32_L,53_L,23_L,27_L,52_L,36_L,41_L,46_L,68_X,28_L,8_L,66_X,51_L,9_L,21_L,65_X,11_L,34_L,59_L,39_L,29_L,5_L,31_L,67_X,30_L,26_L,40_L,24_L,56_L,17_L,19_L,50_L,62_X,58_L,55_L,4_L,43_L,64_X,18_L,38_L,47_L,25_L,6_L,44_L,42_L,16_L,7_L,emission_total_sum,2033_2037_mean_emission,2066_2070_mean_emission,2025_2035_mean_benefits,2025_2070_mean_benefits,2025_2035_mean_costs,2025_2070_mean_costs,2025_2035_max_costs_rel_to_gdp,2025_2070_max_costs_rel_to_gdp,2025_2035_cumulative_cost_rel_to_gdp,2025_2070_cumulative_cost_rel_to_gdp
1,298299,0.5260631607570364,0.3007025911293697,0.7700880223661211,0.3029883182579215,0.1024121531788022,-1.0,0.314033772044386,0.2440252161378893,0.563115886640083,0.3910660650091173,0.1961246606214111,-1.0,-1.0,0.8564096219426447,0.3223570244136938,0.1912049159101237,0.2323030149131464,0.9201230765893258,0.5688932470745238,0.7335781876594949,0.5761291047761421,0.7912661128092129,0.1170765133404764,0.2417100574843826,0.6831963879143657,0.9146801973135176,0.4106789066554023,0.9650427032257696,0.6679864244043484,-1.0,0.8074774130496393,0.8518193170099734,-1.0,0.6585905267389318,0.6127867605610949,0.4934426111082556,-1.0,0.6163923479975177,0.2615203684522793,0.3207778391914835,0.8787726421325245,0.4429822994914778,0.8960423003399516,0.4650935304006577,-1.0,0.3472423618289365,0.1315419667589279,0.3764335590042861,0.5914225402405116,0.618158088568485,0.3674784707809516,0.2090964782785729,0.6898205353105876,-1.0,0.5614478663218743,0.3582406582009998,0.224785889462805,0.5026301098183875,-1.0,0.8237366029467028,0.1367198584559795,0.3156767400491877,0.8159966460031027,0.1542198039468579,0.9747438652320064,0.4511060972073443,0.506501289984561,0.1188650375584167,7431.303667163946,155.94301055090958,162.1782466600699,2.9344053038206113,19.269971586632973,0.44813520598417544,0.8348223351003112,0.003210239974281594,0.00379710409066957,0.002196893736956995,0.0014124608815973042
2,298300,0.8380246897216973,0.1335241078991845,0.3864923060108636,0.9911708889850528,0.6463428431379196,-1.0,0.5584628292261246,0.1424117457746489,0.8463071991993797,0.2010576243193964,0.7629321120644325,-1.0,-1.0,0.3081250362431192,0.88024905524095,0.5176892483810178,0.8856376716305141,0.24079385016762,0.581016869802821,0.1585892875789884,0.4458180756343736,0.7716156867769827,0.4806007366707415,0.9862934253696476,0.9874576841175364,0.6518235400042266,0.948365103560646,0.7935279479659624,0.8250333967826328,-1.0,0.2937505687464772,0.6768163729774966,-1.0,0.4502964362818505,0.277691286698857,0.7012118889018755,-1.0,0.6287755689237726,0.2569870319479008,0.9988139902548476,0.7281223616094333,0.1212568940915694,0.650063018877462,0.4712820589751875,-1.0,0.9523026279455834,0.487077726436078,0.2157432196975197,0.256187531348315,0.2205173396080381,0.915364403804626,0.2116225511962755,0.5291854161032777,-1.0,0.6986963088236956,0.4528788717657867,0.1318689891376225,0.3630125962599517,-1.0,0.1895012025611731,0.3061577936420196,0.5328475581855134,0.1807111743135565,0.2904087705925584,0.7981433648357735,0.2272791268435539,0.4577051426511451,0.5663154010527506,7412.215461170368,148.1644848926709,165.49107829875365,3.086639260653084,20.87530060181479,0.45094855349132845,1.094101877358805,0.003223395971561999,0.00421310403653723,0.002210685613684855,0.0018511436952220414
3,298301,0.7124463775978749,0.9224778954977204,0.5272849160476842,0.5524614794634651,0.3244501179347575,-1.0,0.9629726452825152,0.2295222816296856,0.3348658720385659,0.184523838520877,0.3998302307201719,-1.0,-1.0,0.2573965535634863,0.7442251841446148,0.6932732443003089,0.4416618951257378,0.7925762678435468,0.2929361557619921,0.7148088838173711,0.648239888812193,0.1463858774331632,0.3395666891175345,0.1310809322843036,0.1005811197485657,0.6761685126971227,0.8358419599822023,0.9477520043937676,0.9338686672846038,-1.0,0.7828864591114552,0.6927855697286691,-1.0,0.6576449727471023,0.1527776521249188,0.7718293654229845,-1.0,0.4559058265649007,0.1883606090229856,0.4833985417807926,0.7625857262726383,0.2021277963530104,0.9830100333794032,0.8982049042883944,-1.0,0.2340176993093373,0.938930371710199,0.5204723802366071,0.8804692281531724,0.2209301662724153,0.2326488318950653,0.7313671755116211,0.2437898881186067,-1.0,0.9154340513465026,0.9947950750162315,0.3626358711762045,0.7595766798001219,-1.0,0.1137450432265597,0.7560782027640317,0.2646954767436341,0.5596920655631406,0.71056741410803,0.1604932919466096,0.538236749490035,0.6019485255272281,0.6513666435507593,7240.688664341578,149.92434168825065,167.5323093654044,3.02757644209228,20.253282415731032,0.4551160984011691,0.9465468686512296,0.003264144063967102,0.003950289849579228,0.0022311161739011825,0.0016014909620352166
4,298302,0.4217318614219597,0.81326593522131,0.6063308530851795,0.4904115213110148,0.8376312540200127,-1.0,0.163574878838173,0.8957630224388035,0.7925202928104746,0.4676323390224993,0.5119175277682863,-1.0,-1.0,0.8662882044931005,0.8308183274096684,0.4585535277976161,0.4295004631298007,0.2168965431901995,0.937380110594441,0.1444126616150744,0.7162738360573337,0.9434450975088808,0.3371679637686959,0.1728063063709232,0.2298575970743073,0.1404311834631522,0.8121390739266937,0.7660771033605324,0.3247945099237631,-1.0,0.9264878809604652,0.7372631790138262,-1.0,0.6244172929475802,0.3561057518112623,0.6977270834356221,-1.0,0.3504597953854305,0.4069379535607185,0.2926893888532943,0.8406477223584433,0.2053608222672473,0.2999976866731714,0.9171451757473916,-1.0,0.8377639055514603,0.43987442690721,0.5978970678894254,0.4362027101427924,0.1723726237070807,0.4223741005134862,0.1627505410337536,0.8217775057305583,-1.0,0.5275280627867316,0.5260386006067986,0.1128386866893095,0.5140079473737199,-1.0,0.8681802907379929,0.5609277968883192,0.8655202326552026,0.6513937414398614,0.3518563680031199,0.4100841183688086,0.2604793850671717,0.5113309033096658,0.8750642382418603,7647.5444775992955,155.71676366792732,171.09593512452264,3.0276484398683268,20.31535423820669,0.4736424251977292,1.0312136955093012,0.0034311715884360696,0.004125371310502043,0.0023219378071151968,0.0017447412991163736
5,298303,0.7932479186127106,0.5696726337183874,0.5738314397491261,0.5989092720813219,0.3742616674075935,-1.0,0.483056718534903,0.9635187201094044,0.3636667851113382,0.996006747547426,0.5734869356759807,-1.0,-1.0,0.2977402560681164,0.8051753880010184,0.5141506643644691,0.7767849739190011,0.8879102448782809,0.4992583106647418,0.9056027729345536,0.4850204138812924,0.2469563822243615,0.2961514035263852,0.3788136234660083,0.1987211570241489,0.1162850336689116,0.5607777317432455,0.372594212415525,0.5408632641758385,-1.0,0.1498756842102902,0.2036319896611924,-1.0,0.3133404510779419,0.898124962269993,0.3108114198520122,-1.0,0.1930837871521128,0.5897939475858462,0.5840013642831162,0.4185750814607587,0.4606048474346601,0.7622788932151053,0.2175547263040772,-1.0,0.3227798687893545,0.7191204991727862,0.1165849035294011,0.5142482169621031,0.7113951782069702,0.9708690795192104,0.5151012018275423,0.2185611100130045,-1.0,0.5000239198378493,0.9632194070504286,0.2079720809607488,0.7157556419094356,-1.0,0.9257153427666251,0.8425353141478472,0.1243295789238431,0.2894643920480211,0.627709631004478,0.4447141416340506,0.3639002006458548,0.1611955572979414,0.7284804052557384,7147.545432633702,142.18412414184883,152.52137561085297,3.009066756735679,20.038497743633748,0.420872423335303,0.8823433548265686,0.0029632796342756425,0.0038280365699856793,0.002063243366145819,0.0014928631164139938
6,298304,0.6041012041235566,0.6661944631118628,0.4455480885958051,0.6543919510311125,0.8215007033867926,-1.0,0.6291640212601285,0.9583188556161444,0.4709076017850284,0.95251838561152,0.2584548785098288,-1.0,-1.0,0.4446449916674874,0.1300455038423661,0.6620171291381461,0.2906158100228423,0.5759576465923043,0.2088708970880645,0.3956702303730212,0.1022878548361893,0.5273908297740708,0.4196947730646576,0.7188648188449602,0.3260021198609187,0.8064005515841537,0.9786019272046436,0.3387638603558898,0.9412869368739196,-1.0,0.3340570976802718,0.8132946296960614,-1.0,0.7009919258107966,0.6218338766205018,0.8327141440966749,-1.0,0.2198941861061656,0.5314484421747669,0.7107405365956708,0.6633861768733612,0.2188366224442001,0.9635753393853892,0.8663268766914516,-1.0,0.1113435008516706,0.8848343706160827,0.1981691291427268,0.9901743617250758,0.4370450383682012,0.9535899773346695,0.2867421840348884,0.3223978623826549,-1.0,0.9237213969556398,0.2337712137236237,0.2486172983418112,0.6440509374536857,-1.0,0.367749193692649,0.8218273098207594,0.948248827041394,0.919390064327218,0.9478866287347824,0.8309774975652389,0.5724740190870257,0.4532003326468445,0.4245856572908223,7085.329126564283,149.77672668934733,147.51377885402732,3.0619906304337876,20.665040506189797,0.4359463812272546,0.976078141447942,0.0030992998819221514,0.004025183256316618,0.0021371404472984913,0.0016514558058772575
7,298305,0.3889934610561473,0.2476302221211335,0.1188781444449188,0.933587370901691,0.5884751370825041,-1.0,0.6573332947480144,0.4367647854483493,0.6629498176247274,0.9664039240170276,0.1157394425256476,-1.0,-1.0,0.5151033715996882,0.6664880374364931,0.6722177237179157,0.6394579723733473,0.8247299061803268,0.4218251778591876,0.4116878755839546,0.3097308960149216,0.7060537288026059,0.6653982811536563,0.5464186450602996,0.3206827110944711,0.85897333457421,0.9766381844635588,0.3339408266963986,0.3842732622424306,-1.0,0.3619162390880002,0.3970116079908161,-1.0,0.7751091654345418,0.1341438673933403,0.9149791241463592,-1.0,0.8442622808684801,0.9422568029543,0.1107133432651478,0.7648375282347541,0.6987063841231773,0.4668060124569051,0.1814296330592278,-1.0,0.961898908810152,0.8787861749228406,0.7169687629018163,0.5340595562807864,0.6854241816192028,0.7128889577394342,0.8841312035886212,0.5082107674364804,-1.0,0.6219280061842358,0.7057779410475297,0.47779126327032,0.8383628894774586,-1.0,0.8799952639747883,0.2787438573905404,0.2946354843016341,0.7680270056176682,0.301602933013983,0.894411470887871,0.2448337387291805,0.881648740432373,0.4870594541243833,6134.756840883617,137.54178355586924,100.91791501030738,3.1690809341942914,22.075017148645102,0.46378965509872444,1.246885326137097,0.0033254986515210325,0.004195949760659039,0.0022736365608994617,0.002109642582567853
8,298306,0.1375940133069489,0.5706839025254111,0.1176167535517987,0.4666627575134469,0.4782238251523247,-1.0,0.1328417670133119,0.5896795654536819,0.9643025851347096,0.8884764019935798,0.1756573686084454,-1.0,-1.0,0.2032489592056747,0.8728505377224837,0.8319668360223792,0.7787037494599139,0.8170115125288776,0.9452237919845332,0.4227396503492028,0.6588061784976216,0.4874034887714755,0.9584557185252722,0.2993887497537757,0.1477201039465775,0.8521128483593429,0.8152872190223791,0.7821057159622857,0.1423398907435759,-1.0,0.4040767889214155,0.9810871284022616,-1.0,0.9449533297367794,0.2166714349436788,0.4052579570104095,-1.0,0.1955354524861884,0.6565281229008237,0.5417131103747754,0.4637987502323846,0.5205540133866354,0.3088492778593929,0.4626815207724772,-1.0,0.7434566087472085,0.3313973778082596,0.4155029993836849,0.3694473026262452,0.9171950434596228,0.6593958411357597,0.5306675146663296,0.3805741465140688,-1.0,0.6619610499465817,0.4911595457723954,0.5428511511933515,0.6353005070126859,-1.0,0.2513018493318938,0.9969521948781228,0.7261493846053604,0.1816327172120282,0.1350859874748557,0.5746349212039591,0.5755687149319575,0.277250087364092,0.8209221867474651,6981.83659713597,147.84341247135242,141.57556045487922,3.300027964607618,24.264935443472833,0.4814699622765702,1.5305716399611013,0.0035019500135807843,0.004687865137498325,0.002360310751161266,0.0025896199431074407
9,298307,0.3294276696245819,0.470885110709312,0.413786737219176,0.3398007729334983,0.4385806800777991,-1.0,0.7976722172785526,0.605030476587902,0.6747959687165692,0.7946561259937217,0.5986085004818528,-1.0,-1.0,0.6804757033868934,0.8990211092979357,0.8450500222935826,0.4731952704097742,0.5818317239512469,0.3812585567428838,0.3881908224039654,0.9171825455712876,0.2549056762851815,0.2354470664304845,0.4567422397333006,0.5299168265961773,0.2993486283119828,0.4712252776260077,0.4493941832327515,0.2246727191296898,-1.0,0.5116624954107113,0.8664493660817562,-1.0,0.8736083494882958,0.3644908127147697,0.5185627974905384,-1.0,0.9679211569409528,0.8382912009611985,0.7485140616833572,0.9277456150362572,0.3448789665756913,0.5797057593077158,0.9225333600678725,-1.0,0.2809381647581773,0.9478026593379588,0.6277902815895092,0.6710462258917499,0.6436692387589059,0.187200508998563,0.7612041253366152,0.4380154274148612,-1.0,0.3690493247125119,0.7198706956011739,0.7618293184077632,0.9586286865799524,-1.0,0.9471315526386628,0.1979269053430485,0.7849312907673067,0.2838018663592042,0.6410742124481398,0.3686262413628471,0.1599383976687842,0.8169067509091511,0.4232009400864667,6175.226128548629,137.1225345852431,116.34777652805849,2.984744833917299,19.843568920037363,0.4397158410125652,0.8982711234240128,0.0031323436755603747,0.003897967887073651,0.0021556194743498776,0.0015198117845666263
10,298308,0.2894448273963752,0.3494794645835212,0.9612919050431048,0.683221801902884,0.8693761273446253,-1.0,0.8820825539000092,0.7202137963128366,0.7403874569489807,0.1720555717019998,0.7387292773622518,-1.0,-1.0,0.9158464800072798,0.1309226250379848,0.9296037901116412,0.2258424116193832,0.6284007564981433,0.1135936424155494,0.1931517089724161,0.3892582421620714,0.3348217758030477,0.2599288413047017,0.9398497846684296,0.4526863677488609,0.1493946292802801,0.2773633924002717,0.2559577036806262,0.194257381903273,-1.0,0.826527238319032,0.8912416022951865,-1.0,0.8417198854407022,0.5317437742909851,0.439419698058306,-1.0,0.6475735265210838,0.2931245208370089,0.9344368045333192,0.5180758624774708,0.4709852736058192,0.7483054071328377,0.802952396508924,-1.0,0.6922045819682621,0.9597638578850708,0.9643916385749056,0.4574182919372961,0.3309690925381943,0.6647088949661116,0.2534116237142594,0.9657342534743172,-1.0,0.5401913746797599,0.7560694376381203,0.4176924391376216,0.3989748244798246,-1.0,0.1296937466679166,0.2339836994164891,0.7865011992562696,0.2587935074043034,0.8323487181907118,0.330600527998804,0.6384927161459839,0.8358138464722173,0.417303270008057,7344.220442540602,153.14208426984462,162.93146259125353,2.9952877589713354,19.97062635102406,0.45804875127390043,0.9271113044942594,0.0032902818215712433,0.003884049444204172,0.002245492921460266,0.0015686073496433699
