year,pij_lndu_croplands_to_croplands,pij_lndu_croplands_to_flooded,pij_lndu_croplands_to_forests_mangroves,pij_lndu_croplands_to_forests_primary,pij_lndu_croplands_to_forests_secondary,pij_lndu_croplands_to_grasslands,pij_lndu_croplands_to_other,pij_lndu_croplands_to_pastures,pij_lndu_croplands_to_settlements,pij_lndu_croplands_to_shrublands,pij_lndu_croplands_to_wetlands,pij_lndu_flooded_to_croplands,pij_lndu_flooded_to_flooded,pij_lndu_flooded_to_forests_mangroves,pij_lndu_flooded_to_forests_primary,pij_lndu_flooded_to_forests_secondary,pij_lndu_flooded_to_grasslands,pij_lndu_flooded_to_other,pij_lndu_flooded_to_pastures,pij_lndu_flooded_to_settlements,pij_lndu_flooded_to_shrublands,pij_lndu_flooded_to_wetlands,pij_lndu_forests_mangroves_to_croplands,pij_lndu_forests_mangroves_to_flooded,pij_lndu_forests_mangroves_to_forests_mangroves,pij_lndu_forests_mangroves_to_forests_primary,pij_lndu_forests_mangroves_to_forests_secondary,pij_lndu_forests_mangroves_to_grasslands,pij_lndu_forests_mangroves_to_other,pij_lndu_forests_mangroves_to_pastures,pij_lndu_forests_mangroves_to_settlements,pij_lndu_forests_mangroves_to_shrublands,pij_lndu_forests_mangroves_to_wetlands,pij_lndu_forests_primary_to_croplands,pij_lndu_forests_primary_to_flooded,pij_lndu_forests_primary_to_forests_mangroves,pij_lndu_forests_primary_to_forests_primary,pij_lndu_forests_primary_to_forests_secondary,pij_lndu_forests_primary_to_grasslands,pij_lndu_forests_primary_to_other,pij_lndu_forests_primary_to_pastures,pij_lndu_forests_primary_to_settlements,pij_lndu_forests_primary_to_shrublands,pij_lndu_forests_primary_to_wetlands,pij_lndu_forests_secondary_to_croplands,pij_lndu_forests_secondary_to_flooded,pij_lndu_forests_secondary_to_forests_mangroves,pij_lndu_forests_secondary_to_forests_primary,pij_lndu_forests_secondary_to_forests_secondary,pij_lndu_forests_secondary_to_grasslands,pij_lndu_forests_secondary_to_other,pij_lndu_forests_secondary_to_pastures,pij_lndu_forests_secondary_to_settlements,pij_lndu_forests_secondary_to_shrublands,pij_lndu_forests_secondary_to_wetlands,pij_lndu_grasslands_to_croplands,pij_lndu_grasslands_to_flooded,pij_lndu_grasslands_to_forests_mangroves,pij_lndu_grasslands_to_forests_primary,pij_lndu_grasslands_to_forests_secondary,pij_lndu_grasslands_to_grasslands,pij_lndu_grasslands_to_other,pij_lndu_grasslands_to_pastures,pij_lndu_grasslands_to_settlements,pij_lndu_grasslands_to_shrublands,pij_lndu_grasslands_to_wetlands,pij_lndu_other_to_croplands,pij_lndu_other_to_flooded,pij_lndu_other_to_forests_mangroves,pij_lndu_other_to_forests_primary,pij_lndu_other_to_forests_secondary,pij_lndu_other_to_grasslands,pij_lndu_other_to_other,pij_lndu_other_to_pastures,pij_lndu_other_to_settlements,pij_lndu_other_to_shrublands,pij_lndu_other_to_wetlands,pij_lndu_pastures_to_croplands,pij_lndu_pastures_to_flooded,pij_lndu_pastures_to_forests_mangroves,pij_lndu_pastures_to_forests_primary,pij_lndu_pastures_to_forests_secondary,pij_lndu_pastures_to_grasslands,pij_lndu_pastures_to_other,pij_lndu_pastures_to_pastures,pij_lndu_pastures_to_settlements,pij_lndu_pastures_to_shrublands,pij_lndu_pastures_to_wetlands,pij_lndu_settlements_to_croplands,pij_lndu_settlements_to_flooded,pij_lndu_settlements_to_forests_mangroves,pij_lndu_settlements_to_forests_primary,pij_lndu_settlements_to_forests_secondary,pij_lndu_settlements_to_grasslands,pij_lndu_settlements_to_other,pij_lndu_settlements_to_pastures,pij_lndu_settlements_to_settlements,pij_lndu_settlements_to_shrublands,pij_lndu_settlements_to_wetlands,pij_lndu_shrublands_to_croplands,pij_lndu_shrublands_to_flooded,pij_lndu_shrublands_to_forests_mangroves,pij_lndu_shrublands_to_forests_primary,pij_lndu_shrublands_to_forests_secondary,pij_lndu_shrublands_to_grasslands,pij_lndu_shrublands_to_other,pij_lndu_shrublands_to_pastures,pij_lndu_shrublands_to_settlements,pij_lndu_shrublands_to_shrublands,pij_lndu_shrublands_to_wetlands,pij_lndu_wetlands_to_croplands,pij_lndu_wetlands_to_flooded,pij_lndu_wetlands_to_forests_mangroves,pij_lndu_wetlands_to_forests_primary,pij_lndu_wetlands_to_forests_secondary,pij_lndu_wetlands_to_grasslands,pij_lndu_wetlands_to_other,pij_lndu_wetlands_to_pastures,pij_lndu_wetlands_to_settlements,pij_lndu_wetlands_to_shrublands,pij_lndu_wetlands_to_wetlands
2015,0.9959807345325614,0.0014038077890335767,0.0,0.0,0.0006250849509078686,0.0,0.0,0.0,1.7316108642629962e-05,4.2954398737095557e-07,0.001972627074867123,0.00816769784695973,0.9860051939943547,0.0,0.0,0.001724182907542302,0.0,0.0,0.0,0.0,1.7731666174850743e-06,0.004101152084525846,0.003730056221747199,0.004333600621973685,0.9770154306255652,0.0,0.0037356051552435024,0.0037327348720827074,0.0,0.0037263521845990306,0.0,0.0037262203187886137,0.0,0.0032090467624184466,0.0029242714158609303,0.0,0.9850809640511339,0.002458032270649583,0.0032606068880525812,0.0,0.0,0.0,2.6999743661199346e-05,0.00304007886822339,0.00418660530044391,0.002979112173131904,0.0,0.0,0.9858824167835321,0.0039224392724194436,0.0,0.0,0.0,3.7302869789761717e-06,0.003025696183493758,0.0034369390937407937,0.0,0.0,0.0,0.0013779289594122734,0.9155721266993203,0.0,0.0767909457615966,0.0,1.341754907441525e-06,0.0028207177310226347,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.017236333519482734,0.0,0.0,0.0,0.004001995060969696,0.20128906186189263,0.0,0.7664796936147695,0.0001487897491438439,0.0,0.010844126193741612,0.0,0.01445203793468193,0.0,0.0,0.0,0.0,0.0,0.0,0.9855479620653181,0.0,0.0,0.0039031654304476195,0.0027609898947980357,0.0,0.0,0.0017732119244032614,0.0036943210650040225,0.0,0.0,0.0,0.9850018850091238,0.0028664266762231778,0.004875762456517539,0.004335927011026669,0.0,0.0,0.002700848118972397,0.004802214558231869,9.15673004832768e-05,0.00801136086071234,0.0,6.9577994908600435e-06,0.975175361894565
2016,0.9898869818338555,0.005682399960092778,0.0,0.0,0.0001679883291316487,0.0,0.0,0.004262629876920153,0.0,0.0,0.0,0.0011027558235830043,0.9742822444382325,0.0,0.0,0.0,0.0,0.0,0.0015424797928897441,0.0,0.0,0.023072519945294846,0.005829481015044112,0.006776782672048305,0.9633210740313145,0.0,0.005850651128256608,0.006626093524134585,0.0,0.005801040498172367,0.0,0.005794877131029457,0.0,0.0029780718008183033,0.0029456091335386472,0.0,0.9857475287367408,0.0010415822847361256,0.0,0.0,0.0,0.0,0.002590776212825132,0.004696431831340986,0.005301743080585654,0.004782261265095607,0.0,0.0,0.9852386936117676,0.0,0.0,0.004677302042551239,0.0,0.0,0.0,0.02393854450429775,0.0,0.0,0.0,0.0,0.9229716736132996,0.0,0.053089781882402806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.021070757404823472,0.0,0.0,0.0,0.0,0.1865672624598562,0.0,0.7923619801353204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9929065816634848,0.0,0.007093418336515197,0.019123993009836034,0.012021132295123246,0.0,0.0,0.02895057041735344,0.014893929722998299,0.0,0.009646619470008482,0.0,0.9153637550846805,0.0,0.0038274692458555018,0.0045157834264966815,0.0,0.0,0.0,0.003790834207531113,0.001656929083910341,0.00387877241086327,0.0,0.0,0.9823302116253432
2017,0.9963702222393571,0.002009743305512253,0.0,0.0,4.363478343269504e-05,0.0,0.0,0.0,0.0015763996716979195,0.0,0.0,0.011298811346967003,0.9828559210619925,0.0,0.0,8.607836207209848e-05,0.0,0.0,0.0,0.002338607918889236,8.33445369475277e-07,0.0034197478647096705,0.004063971532867068,0.004529903995010046,0.9751475255853447,0.0,0.004067105087397505,0.004083025445613453,0.0,0.0,0.004053123942508134,0.004055344411259028,0.0,0.0006759693193409244,0.0006731064232078723,0.0,0.9851404869866104,0.0003943870058481727,0.012455337921162803,0.0,0.0,0.0,1.6297210126158142e-05,0.0006444151337036653,0.0054388037991731746,0.003274770497841067,0.0,0.0,0.9851059663343245,0.0,0.0,0.0,0.0028488273975203647,1.7812226624538557e-06,0.0033298507484784538,0.0,9.012579904379192e-05,0.0,0.0,4.546041976831348e-05,0.9362975084036803,0.0,0.06347704664800134,0.0,1.2639941353442902e-06,8.85947353708429e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0002497208367409477,0.0002533656442337587,0.0,0.0,0.00012324290002730263,0.13815665254804047,0.0,0.8606973696409396,0.0002415042526313762,0.0,0.00027814417738649983,0.0,0.006457638522036661,0.0,0.0,0.0,0.0,0.0,0.0,0.9877422192306613,0.0,0.005800142247302093,0.03383134870488102,0.008253187996849555,0.0,0.0,0.2302587590491897,0.09979872215192824,0.0,0.0,0.014084892976983761,0.6045302049126395,0.0092428842075283,0.0002732005858099483,0.00034752412592591606,0.0,0.0,0.00015643663926106976,0.037656931898362916,0.0002723547638876545,0.0,0.0002940660006665347,4.799084375409535e-06,0.9609946869017105
2018,0.9894270068310123,0.000577878830307319,0.0,0.0,0.009882330126614996,0.0,0.0,0.00011276602946809276,0.0,1.8182597427032566e-08,0.0,0.012132522766208955,0.9839882878066576,0.0,0.0,0.0,0.0,0.0,0.00021838438474610915,0.003187848524359494,4.356813024944485e-08,0.00047291294989772724,0.0027597160239617577,0.002910613201297045,0.9833026092295385,0.0,0.002765838225197968,0.0027576100725979834,0.0,0.0,0.0027518066230347435,0.0027518066243720513,0.0,0.002862872533433217,0.0023154479970322384,0.0,0.9850068213086595,0.0026865414623456,0.003064584011370922,0.0,0.0,0.0025932530725422996,6.509124555751802e-07,0.0014698287021606346,0.009795704695602562,0.002232888104627252,0.0,0.0,0.9879713091437985,0.0,0.0,0.0,0.0,9.805597174767546e-08,0.0,0.017331000278382067,0.0,0.0,0.0,0.0,0.9341992592191228,0.0,0.04785725804658489,0.0,0.0,0.0006124824559101776,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0060640841776069595,0.0,0.0,0.0,0.0,0.10382723969353738,0.0,0.8889917064145025,0.0,1.3582903288916897e-07,0.0011168338853201926,0.0,0.006988451687350653,0.0,0.0,0.0,0.0,0.0,0.002043341246817795,0.9877691489257511,0.0,0.003199058140080555,0.01810350801517705,0.004381716682216778,0.0,0.0,0.2600778415032066,0.23886998255071606,0.0,0.0008726670176632767,0.021289743079415682,0.4547019717867511,0.0017025693648534796,0.004607772897305059,0.002702969545730427,0.0,0.0,0.004108887087768966,0.014091658127794273,4.1139557430858485e-06,0.0,0.0035526853307963936,1.8254876386210989e-07,0.9709317305060978
2019,0.9981591729675667,0.0009524792419523,0.0,0.0,0.0001535977117328,0.0,0.0,0.0007281511723504,5.07377741511745e-07,6.091528655921931e-06,0.0,0.008020260909688,0.979862137512117,0.0,0.0,7.640780028986965e-07,0.0,0.0,0.0012119047140292,1.961187910855112e-06,1.9943805873217176e-05,0.0108830277923786,0.0025342245284408,0.011328826152143,0.9730228389718012,0.0,0.0026955624809033,0.0057418776782082,0.0,0.0009124074978505,0.0015005836304906,0.0022636790601621,0.0,0.0061401228336336,0.0049421273276648,0.0,0.9887280506608122,1.0454260827056268e-05,3.615322060096731e-06,0.0,0.0,3.3060961370117977e-06,0.0001645565668239,7.766932041268864e-06,0.0077489383545072,0.0038735050957247,0.0,0.0,0.9869823246149256,0.0,0.0,0.0013609844041476,2.1420755488745255e-06,3.135517811627207e-05,7.502770292459331e-07,0.0061849824042322,0.0001244560649526,0.0,0.0,1.0967379735062045e-06,0.9071890828697928,0.0,0.08495155482160979,0.0,3.454822532466093e-06,0.0015453722789064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0150311768816182,0.0022051184508658,0.0,0.0,3.1451556773611317e-06,0.1264442720217689,0.0,0.8467934276866395,5.612738276480405e-06,0.001525092195978,0.0079921548691754,0.0,0.0065637692282019,0.0,0.0,0.0,0.0,0.0,0.0020193455781862,0.9913626809100344,0.0,5.4204283577370365e-05,0.0063338655626682,0.0032296644553566,0.0,0.0,0.07827983053946,0.00013203483315968296,0.0,0.001231387443655,0.0,0.9107918944926476,1.3226730528610424e-06,0.0088762780404391,0.0231535579059979,0.0,0.0,3.900861491709259e-06,0.0023102271564184,1e-05,0.0025056894121671,5.713386267576387e-06,8.162629079132229e-05,0.9630530069464266
2020,0.9929338581832085,0.0035431038745631777,0.0,0.0,0.00039653664001975867,0.0,0.0,0.0021313149384600766,8.658054321314981e-06,2.1477199368547778e-07,0.0009863135374335616,0.004635226835271367,0.9801437192162936,0.0,0.0,0.000862091453771151,0.0,0.0,0.0007712398964448721,0.0,8.865833087425372e-07,0.013586836014910345,0.004779768618395655,0.005555191647010995,0.9701682523284398,0.0,0.004793128141750055,0.005179414198108646,0.0,0.004763696341385699,0.0,0.0047605487249090354,0.0,0.003093559281618375,0.0029349402746997886,0.0,0.9854142463939373,0.0017498072776928543,0.0016303034440262906,0.0,0.0,0.0,0.0013088879782431656,0.0038682553497821877,0.004744174190514781,0.003880686719113756,0.0,0.0,0.9855605551976498,0.0019612196362097218,0.0,0.0023386510212756195,0.0,1.8651434894880858e-06,0.001512848091746879,0.01368774179901927,0.0,0.0,0.0,0.0006889644797061367,0.9192719001563099,0.0,0.0649403638219997,0.0,6.708774537207625e-07,0.0014103588655113174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0191535454621531,0.0,0.0,0.0,0.002000997530484848,0.1939281621608744,0.0,0.779420836875045,7.439487457192196e-05,0.0,0.005422063096870806,0.0,0.007226018967340965,0.0,0.0,0.0,0.0,0.0,0.0,0.9892272718644015,0.0,0.0035467091682575987,0.011513579220141826,0.007391061094960641,0.0,0.0,0.01536189117087835,0.00929412539400116,0.0,0.004823309735004241,0.0,0.9501828200469021,0.0014332133381115889,0.00435161585118652,0.004425855218761675,0.0,0.0,0.0013504240594861985,0.004296524382881491,0.0008742481921968089,0.005945066635787805,0.0,3.4788997454300218e-06,0.9787527867599541
2021,0.9929338581832085,0.0035431038745631777,0.0,0.0,0.00039653664001975867,0.0,0.0,0.0021313149384600766,8.658054321314981e-06,2.1477199368547778e-07,0.0009863135374335616,0.004635226835271367,0.9801437192162936,0.0,0.0,0.000862091453771151,0.0,0.0,0.0007712398964448721,0.0,8.865833087425372e-07,0.013586836014910345,0.004779768618395655,0.005555191647010995,0.9701682523284398,0.0,0.004793128141750055,0.005179414198108646,0.0,0.004763696341385699,0.0,0.0047605487249090354,0.0,0.003093559281618375,0.0029349402746997886,0.0,0.9854142463939373,0.0017498072776928543,0.0016303034440262906,0.0,0.0,0.0,0.0013088879782431656,0.0038682553497821877,0.004744174190514781,0.003880686719113756,0.0,0.0,0.9855605551976498,0.0019612196362097218,0.0,0.0023386510212756195,0.0,1.8651434894880858e-06,0.001512848091746879,0.01368774179901927,0.0,0.0,0.0,0.0006889644797061367,0.9192719001563099,0.0,0.0649403638219997,0.0,6.708774537207625e-07,0.0014103588655113174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0191535454621531,0.0,0.0,0.0,0.002000997530484848,0.1939281621608744,0.0,0.779420836875045,7.439487457192196e-05,0.0,0.005422063096870806,0.0,0.007226018967340965,0.0,0.0,0.0,0.0,0.0,0.0,0.9892272718644015,0.0,0.0035467091682575987,0.011513579220141826,0.007391061094960641,0.0,0.0,0.01536189117087835,0.00929412539400116,0.0,0.004823309735004241,0.0,0.9501828200469021,0.0014332133381115889,0.00435161585118652,0.004425855218761675,0.0,0.0,0.0013504240594861985,0.004296524382881491,0.0008742481921968089,0.005945066635787805,0.0,3.4788997454300218e-06,0.9787527867599541
2022,0.9929338581832085,0.0035431038745631777,0.0,0.0,0.00039653664001975867,0.0,0.0,0.0021313149384600766,8.658054321314981e-06,2.1477199368547778e-07,0.0009863135374335616,0.004635226835271367,0.9801437192162936,0.0,0.0,0.000862091453771151,0.0,0.0,0.0007712398964448721,0.0,8.865833087425372e-07,0.013586836014910345,0.004779768618395655,0.005555191647010995,0.9701682523284398,0.0,0.004793128141750055,0.005179414198108646,0.0,0.004763696341385699,0.0,0.0047605487249090354,0.0,0.003093559281618375,0.0029349402746997886,0.0,0.9854142463939373,0.0017498072776928543,0.0016303034440262906,0.0,0.0,0.0,0.0013088879782431656,0.0038682553497821877,0.004744174190514781,0.003880686719113756,0.0,0.0,0.9855605551976498,0.0019612196362097218,0.0,0.0023386510212756195,0.0,1.8651434894880858e-06,0.001512848091746879,0.01368774179901927,0.0,0.0,0.0,0.0006889644797061367,0.9192719001563099,0.0,0.0649403638219997,0.0,6.708774537207625e-07,0.0014103588655113174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0191535454621531,0.0,0.0,0.0,0.002000997530484848,0.1939281621608744,0.0,0.779420836875045,7.439487457192196e-05,0.0,0.005422063096870806,0.0,0.007226018967340965,0.0,0.0,0.0,0.0,0.0,0.0,0.9892272718644015,0.0,0.0035467091682575987,0.011513579220141826,0.007391061094960641,0.0,0.0,0.01536189117087835,0.00929412539400116,0.0,0.004823309735004241,0.0,0.9501828200469021,0.0014332133381115889,0.00435161585118652,0.004425855218761675,0.0,0.0,0.0013504240594861985,0.004296524382881491,0.0008742481921968089,0.005945066635787805,0.0,3.4788997454300218e-06,0.9787527867599541
2023,0.9929338581832085,0.0035431038745631777,0.0,0.0,0.00039653664001975867,0.0,0.0,0.0021313149384600766,8.658054321314981e-06,2.1477199368547778e-07,0.0009863135374335616,0.004635226835271367,0.9801437192162936,0.0,0.0,0.000862091453771151,0.0,0.0,0.0007712398964448721,0.0,8.865833087425372e-07,0.013586836014910345,0.004779768618395655,0.005555191647010995,0.9701682523284398,0.0,0.004793128141750055,0.005179414198108646,0.0,0.004763696341385699,0.0,0.0047605487249090354,0.0,0.003093559281618375,0.0029349402746997886,0.0,0.9854142463939373,0.0017498072776928543,0.0016303034440262906,0.0,0.0,0.0,0.0013088879782431656,0.0038682553497821877,0.004744174190514781,0.003880686719113756,0.0,0.0,0.9855605551976498,0.0019612196362097218,0.0,0.0023386510212756195,0.0,1.8651434894880858e-06,0.001512848091746879,0.01368774179901927,0.0,0.0,0.0,0.0006889644797061367,0.9192719001563099,0.0,0.0649403638219997,0.0,6.708774537207625e-07,0.0014103588655113174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0191535454621531,0.0,0.0,0.0,0.002000997530484848,0.1939281621608744,0.0,0.779420836875045,7.439487457192196e-05,0.0,0.005422063096870806,0.0,0.007226018967340965,0.0,0.0,0.0,0.0,0.0,0.0,0.9892272718644015,0.0,0.0035467091682575987,0.011513579220141826,0.007391061094960641,0.0,0.0,0.01536189117087835,0.00929412539400116,0.0,0.004823309735004241,0.0,0.9501828200469021,0.0014332133381115889,0.00435161585118652,0.004425855218761675,0.0,0.0,0.0013504240594861985,0.004296524382881491,0.0008742481921968089,0.005945066635787805,0.0,3.4788997454300218e-06,0.9787527867599541
2024,0.9929338581832085,0.0035431038745631777,0.0,0.0,0.00039653664001975867,0.0,0.0,0.0021313149384600766,8.658054321314981e-06,2.1477199368547778e-07,0.0009863135374335616,0.004635226835271367,0.9801437192162936,0.0,0.0,0.000862091453771151,0.0,0.0,0.0007712398964448721,0.0,8.865833087425372e-07,0.013586836014910345,0.004779768618395655,0.005555191647010995,0.9701682523284398,0.0,0.004793128141750055,0.005179414198108646,0.0,0.004763696341385699,0.0,0.0047605487249090354,0.0,0.003093559281618375,0.0029349402746997886,0.0,0.9854142463939373,0.0017498072776928543,0.0016303034440262906,0.0,0.0,0.0,0.0013088879782431656,0.0038682553497821877,0.004744174190514781,0.003880686719113756,0.0,0.0,0.9855605551976498,0.0019612196362097218,0.0,0.0023386510212756195,0.0,1.8651434894880858e-06,0.001512848091746879,0.01368774179901927,0.0,0.0,0.0,0.0006889644797061367,0.9192719001563099,0.0,0.0649403638219997,0.0,6.708774537207625e-07,0.0014103588655113174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0191535454621531,0.0,0.0,0.0,0.002000997530484848,0.1939281621608744,0.0,0.779420836875045,7.439487457192196e-05,0.0,0.005422063096870806,0.0,0.007226018967340965,0.0,0.0,0.0,0.0,0.0,0.0,0.9892272718644015,0.0,0.0035467091682575987,0.011513579220141826,0.007391061094960641,0.0,0.0,0.01536189117087835,0.00929412539400116,0.0,0.004823309735004241,0.0,0.9501828200469021,0.0014332133381115889,0.00435161585118652,0.004425855218761675,0.0,0.0,0.0013504240594861985,0.004296524382881491,0.0008742481921968089,0.005945066635787805,0.0,3.4788997454300218e-06,0.9787527867599541
