Country,Strategy_id,Strategy,Sector,Direct_Jobs,Indirect_Jobs,Total_Jobs
MAR,2011,WASO: Incineration for energy production,Others,0.00,7.73,7.73
MAR,2011,WASO: Incineration for energy production,"Petroleum, Chemical and Non-Metallic Mineral Products",0.00,586.79,586.79
MAR,2011,WASO: Incineration for energy production,Post and Telecommunications,0.00,93.00,93.00
MAR,2011,WASO: Incineration for energy production,Private Households,0.00,0.01,0.01
MAR,2011,WASO: Incineration for energy production,Public Administration,0.00,3.10,3.10
MAR,2011,WASO: Incineration for energy production,Re-export & Re-import,0.00,0.00,0.00
MAR,2011,WASO: Incineration for energy production,Recycling,0.00,3.78,3.78
MAR,2011,WASO: Incineration for energy production,Retail Trade,0.00,289.13,289.13
MAR,2011,WASO: Incineration for energy production,Textiles and Wearing Apparel,0.00,4.25,4.25
MAR,2011,WASO: Incineration for energy production,Transport,0.00,691.82,691.82
MAR,2011,WASO: Incineration for energy production,Transport Equipment,0.00,117.75,117.75
MAR,2011,WASO: Incineration for energy production,Wholesale Trade,0.00,1332.67,1332.67
MAR,2011,WASO: Incineration for energy production,Wood and Paper,0.00,322.41,322.41
MEX,2011,WASO: Incineration for energy production,Agriculture,0.00,13.43,13.43
MEX,2011,WASO: Incineration for energy production,Construction,2494.97,20.00,2514.97
MEX,2011,WASO: Incineration for energy production,"Education, Health and Other Services",0.00,84.39,84.39
MEX,2011,WASO: Incineration for energy production,Electrical and Machinery,2063.79,4.72,2068.51
MEX,2011,WASO: Incineration for energy production,"Electricity, Gas and Water",3465.24,92.77,3558.01
MEX,2011,WASO: Incineration for energy production,Financial Intermediation and Business Activities,0.00,418.61,418.61
MEX,2011,WASO: Incineration for energy production,Fishing,0.00,0.10,0.10
MEX,2011,WASO: Incineration for energy production,Food & Beverages,0.00,4.76,4.76
MEX,2011,WASO: Incineration for energy production,Hotels and Restaurants,0.00,89.92,89.92
MEX,2011,WASO: Incineration for energy production,Maintenance and Repair,0.00,44.10,44.10
MEX,2011,WASO: Incineration for energy production,Metal Products,0.00,238.55,238.55
MEX,2011,WASO: Incineration for energy production,Mining and Quarrying,0.00,121.32,121.32
MEX,2011,WASO: Incineration for energy production,Other Manufacturing,0.00,8.85,8.85
MEX,2011,WASO: Incineration for energy production,Others,0.00,0.00,0.00
MEX,2011,WASO: Incineration for energy production,"Petroleum, Chemical and Non-Metallic Mineral Products",0.00,417.15,417.15
MEX,2011,WASO: Incineration for energy production,Post and Telecommunications,0.00,47.39,47.39
MEX,2011,WASO: Incineration for energy production,Private Households,0.00,0.00,0.00
MEX,2011,WASO: Incineration for energy production,Public Administration,0.00,56.89,56.89
MEX,2011,WASO: Incineration for energy production,Re-export & Re-import,0.00,0.00,0.00
MEX,2011,WASO: Incineration for energy production,Recycling,0.00,2.68,2.68
MEX,2011,WASO: Incineration for energy production,Retail Trade,0.00,1436.35,1436.35
MEX,2011,WASO: Incineration for energy production,Textiles and Wearing Apparel,0.00,14.00,14.00
MEX,2011,WASO: Incineration for energy production,Transport,0.00,146.64,146.64
MEX,2011,WASO: Incineration for energy production,Transport Equipment,0.00,4.93,4.93
MEX,2011,WASO: Incineration for energy production,Wholesale Trade,0.00,645.80,645.80
MEX,2011,WASO: Incineration for energy production,Wood and Paper,0.00,53.44,53.44
UGA,2011,WASO: Incineration for energy production,Agriculture,0.00,0.07,0.07
UGA,2011,WASO: Incineration for energy production,Construction,0.70,0.05,0.75
UGA,2011,WASO: Incineration for energy production,"Education, Health and Other Services",0.00,0.03,0.03
UGA,2011,WASO: Incineration for energy production,Electrical and Machinery,0.58,0.05,0.63
UGA,2011,WASO: Incineration for energy production,"Electricity, Gas and Water",0.43,0.04,0.46
UGA,2011,WASO: Incineration for energy production,Financial Intermediation and Business Activities,0.00,0.23,0.23
UGA,2011,WASO: Incineration for energy production,Fishing,0.00,0.01,0.01
UGA,2011,WASO: Incineration for energy production,Food & Beverages,0.00,0.00,0.00
UGA,2011,WASO: Incineration for energy production,Hotels and Restaurants,0.00,0.04,0.04
UGA,2011,WASO: Incineration for energy production,Maintenance and Repair,0.00,0.01,0.01
UGA,2011,WASO: Incineration for energy production,Metal Products,0.00,0.10,0.10
UGA,2011,WASO: Incineration for energy production,Mining and Quarrying,0.00,0.04,0.04
UGA,2011,WASO: Incineration for energy production,Other Manufacturing,0.00,0.01,0.01
UGA,2011,WASO: Incineration for energy production,Others,0.00,0.00,0.00
UGA,2011,WASO: Incineration for energy production,"Petroleum, Chemical and Non-Metallic Mineral Products",0.00,0.08,0.08
UGA,2011,WASO: Incineration for energy production,Post and Telecommunications,0.00,0.06,0.06
UGA,2011,WASO: Incineration for energy production,Private Households,0.00,0.00,0.00
UGA,2011,WASO: Incineration for energy production,Public Administration,0.00,0.01,0.01
UGA,2011,WASO: Incineration for energy production,Re-export & Re-import,0.00,0.00,0.00
UGA,2011,WASO: Incineration for energy production,Recycling,0.00,0.00,0.00
UGA,2011,WASO: Incineration for energy production,Retail Trade,0.00,0.21,0.21
UGA,2011,WASO: Incineration for energy production,Textiles and Wearing Apparel,0.00,0.00,0.00
UGA,2011,WASO: Incineration for energy production,Transport,0.00,0.07,0.07
UGA,2011,WASO: Incineration for energy production,Transport Equipment,0.00,0.01,0.01
UGA,2011,WASO: Incineration for energy production,Wholesale Trade,0.00,0.33,0.33
UGA,2011,WASO: Incineration for energy production,Wood and Paper,0.00,0.04,0.04
BGR,2012,WASO: Increase biogas capture,Agriculture,0.00,1.43,1.43
BGR,2012,WASO: Increase biogas capture,Construction,213.32,136.29,349.60
BGR,2012,WASO: Increase biogas capture,"Education, Health and Other Services",0.00,37.52,37.52
BGR,2012,WASO: Increase biogas capture,Electrical and Machinery,332.08,20.16,352.25
BGR,2012,WASO: Increase biogas capture,"Electricity, Gas and Water",440.84,4.15,444.99
BGR,2012,WASO: Increase biogas capture,Financial Intermediation and Business Activities,0.00,273.89,273.89
BGR,2012,WASO: Increase biogas capture,Fishing,0.00,0.28,0.28
BGR,2012,WASO: Increase biogas capture,Food & Beverages,0.00,1.32,1.32
BGR,2012,WASO: Increase biogas capture,Hotels and Restaurants,0.00,44.97,44.97
BGR,2012,WASO: Increase biogas capture,Maintenance and Repair,0.00,3.90,3.90
BGR,2012,WASO: Increase biogas capture,Metal Products,0.00,16.97,16.97
BGR,2012,WASO: Increase biogas capture,Mining and Quarrying,0.00,14.86,14.86
BGR,2012,WASO: Increase biogas capture,Other Manufacturing,0.00,6.74,6.74
BGR,2012,WASO: Increase biogas capture,Others,0.00,3.82,3.82
BGR,2012,WASO: Increase biogas capture,"Petroleum, Chemical and Non-Metallic Mineral Products",0.00,24.90,24.90
BGR,2012,WASO: Increase biogas capture,Post and Telecommunications,0.00,45.03,45.03
BGR,2012,WASO: Increase biogas capture,Private Households,0.00,0.01,0.01
BGR,2012,WASO: Increase biogas capture,Public Administration,0.00,2.07,2.07
BGR,2012,WASO: Increase biogas capture,Re-export & Re-import,0.00,0.00,0.00
BGR,2012,WASO: Increase biogas capture,Recycling,0.00,0.38,0.38
BGR,2012,WASO: Increase biogas capture,Retail Trade,0.00,52.52,52.52
BGR,2012,WASO: Increase biogas capture,Textiles and Wearing Apparel,0.00,0.39,0.39
BGR,2012,WASO: Increase biogas capture,Transport,101.70,78.15,179.85
BGR,2012,WASO: Increase biogas capture,Transport Equipment,0.00,9.82,9.82
BGR,2012,WASO: Increase biogas capture,Wholesale Trade,0.00,144.52,144.52
BGR,2012,WASO: Increase biogas capture,Wood and Paper,0.00,20.71,20.71
BLZ,2012,WASO: Increase biogas capture,Agriculture,0.00,3.13,3.13
BLZ,2012,WASO: Increase biogas capture,Construction,191.19,71.17,262.36
BLZ,2012,WASO: Increase biogas capture,"Education, Health and Other Services",0.00,32.47,32.47
BLZ,2012,WASO: Increase biogas capture,Electrical and Machinery,306.91,14.88,321.78
BLZ,2012,WASO: Increase biogas capture,"Electricity, Gas and Water",817.53,6.41,823.95
BLZ,2012,WASO: Increase biogas capture,Financial Intermediation and Business Activities,0.00,373.99,373.99
BLZ,2012,WASO: Increase biogas capture,Fishing,0.00,0.35,0.35
BLZ,2012,WASO: Increase biogas capture,Food & Beverages,0.00,0.29,0.29
BLZ,2012,WASO: Increase biogas capture,Hotels and Restaurants,0.00,33.23,33.23
BLZ,2012,WASO: Increase biogas capture,Maintenance and Repair,0.00,1.26,1.26
BLZ,2012,WASO: Increase biogas capture,Metal Products,0.00,18.79,18.79
BLZ,2012,WASO: Increase biogas capture,Mining and Quarrying,0.00,250.04,250.04
BLZ,2012,WASO: Increase biogas capture,Other Manufacturing,0.00,2.25,2.25
BLZ,2012,WASO: Increase biogas capture,Others,0.00,2.51,2.51
BLZ,2012,WASO: Increase biogas capture,"Petroleum, Chemical and Non-Metallic Mineral Products",0.00,28.71,28.71
BLZ,2012,WASO: Increase biogas capture,Post and Telecommunications,0.00,35.68,35.68
BLZ,2012,WASO: Increase biogas capture,Private Households,0.00,0.00,0.00
BLZ,2012,WASO: Increase biogas capture,Public Administration,0.00,0.46,0.46
BLZ,2012,WASO: Increase biogas capture,Re-export & Re-import,0.00,0.00,0.00
BLZ,2012,WASO: Increase biogas capture,Recycling,0.00,0.23,0.23
BLZ,2012,WASO: Increase biogas capture,Retail Trade,0.00,40.81,40.81
BLZ,2012,WASO: Increase biogas capture,Textiles and Wearing Apparel,0.00,0.89,0.89
BLZ,2012,WASO: Increase biogas capture,Transport,197.63,224.60,422.23
BLZ,2012,WASO: Increase biogas capture,Transport Equipment,0.00,1.51,1.51
BLZ,2012,WASO: Increase biogas capture,Wholesale Trade,0.00,149.38,149.38
BLZ,2012,WASO: Increase biogas capture,Wood and Paper,0.00,7.66,7.66
EGY,2012,WASO: Increase biogas capture,Agriculture,0.00,8.26,8.26
EGY,2012,WASO: Increase biogas capture,Construction,1025.99,358.82,1384.81
EGY,2012,WASO: Increase biogas capture,"Education, Health and Other Services",0.00,88.84,88.84
EGY,2012,WASO: Increase biogas capture,Electrical and Machinery,2159.96,165.48,2325.44
EGY,2012,WASO: Increase biogas capture,"Electricity, Gas and Water",4020.19,18.82,4039.01
EGY,2012,WASO: Increase biogas capture,Financial Intermediation and Business Activities,0.00,861.98,861.98
EGY,2012,WASO: Increase biogas capture,Fishing,0.00,1.16,1.16
EGY,2012,WASO: Increase biogas capture,Food & Beverages,0.00,4.59,4.59
EGY,2012,WASO: Increase biogas capture,Hotels and Restaurants,0.00,51.97,51.97
EGY,2012,WASO: Increase biogas capture,Maintenance and Repair,0.00,7.91,7.91
EGY,2012,WASO: Increase biogas capture,Metal Products,0.00,290.11,290.11
EGY,2012,WASO: Increase biogas capture,Mining and Quarrying,0.00,74.88,74.88
EGY,2012,WASO: Increase biogas capture,Other Manufacturing,0.00,33.05,33.05
EGY,2012,WASO: Increase biogas capture,Others,0.00,6.43,6.43
EGY,2012,WASO: Increase biogas capture,"Petroleum, Chemical and Non-Metallic Mineral Products",0.00,197.22,197.22
EGY,2012,WASO: Increase biogas capture,Post and Telecommunications,0.00,181.00,181.00
EGY,2012,WASO: Increase biogas capture,Private Households,0.00,0.01,0.01
EGY,2012,WASO: Increase biogas capture,Public Administration,0.00,7.07,7.07
EGY,2012,WASO: Increase biogas capture,Re-export & Re-import,0.00,0.00,0.00
EGY,2012,WASO: Increase biogas capture,Recycling,0.00,2.61,2.61
EGY,2012,WASO: Increase biogas capture,Retail Trade,0.00,65.15,65.15
EGY,2012,WASO: Increase biogas capture,Textiles and Wearing Apparel,0.00,3.43,3.43
EGY,2012,WASO: Increase biogas capture,Transport,591.13,344.03,935.16
EGY,2012,WASO: Increase biogas capture,Transport Equipment,0.00,47.52,47.52
EGY,2012,WASO: Increase biogas capture,Wholesale Trade,0.00,471.72,471.72
EGY,2012,WASO: Increase biogas capture,Wood and Paper,0.00,109.32,109.32
LBY,2012,WASO: Increase biogas capture,Agriculture,0.00,8.93,8.93
LBY,2012,WASO: Increase biogas capture,Construction,227.43,34.07,261.50
LBY,2012,WASO: Increase biogas capture,"Education, Health and Other Services",0.00,64.45,64.45
LBY,2012,WASO: Increase biogas capture,Electrical and Machinery,448.76,26.51,475.27
LBY,2012,WASO: Increase biogas capture,"Electricity, Gas and Water",3090.86,77.75,3168.61
LBY,2012,WASO: Increase biogas capture,Financial Intermediation and Business Activities,0.00,367.76,367.76
LBY,2012,WASO: Increase biogas capture,Fishing,0.00,0.99,0.99
LBY,2012,WASO: Increase biogas capture,Food & Beverages,0.00,4.75,4.75
LBY,2012,WASO: Increase biogas capture,Hotels and Restaurants,0.00,26.24,26.24
LBY,2012,WASO: Increase biogas capture,Maintenance and Repair,0.00,6.54,6.54
LBY,2012,WASO: Increase biogas capture,Metal Products,0.00,48.56,48.56
LBY,2012,WASO: Increase biogas capture,Mining and Quarrying,0.00,7.21,7.21
LBY,2012,WASO: Increase biogas capture,Other Manufacturing,0.00,8.14,8.14
LBY,2012,WASO: Increase biogas capture,Others,0.00,1.24,1.24
LBY,2012,WASO: Increase biogas capture,"Petroleum, Chemical and Non-Metallic Mineral Products",0.00,32.95,32.95
LBY,2012,WASO: Increase biogas capture,Post and Telecommunications,0.00,73.29,73.29
LBY,2012,WASO: Increase biogas capture,Private Households,0.00,0.02,0.02
LBY,2012,WASO: Increase biogas capture,Public Administration,0.00,2.15,2.15
LBY,2012,WASO: Increase biogas capture,Re-export & Re-import,0.00,0.00,0.00
LBY,2012,WASO: Increase biogas capture,Recycling,0.00,0.23,0.23
LBY,2012,WASO: Increase biogas capture,Retail Trade,0.00,88.93,88.93
LBY,2012,WASO: Increase biogas capture,Textiles and Wearing Apparel,0.00,3.33,3.33
LBY,2012,WASO: Increase biogas capture,Transport,162.53,64.82,227.35
LBY,2012,WASO: Increase biogas capture,Transport Equipment,0.00,10.88,10.88
LBY,2012,WASO: Increase biogas capture,Wholesale Trade,0.00,243.51,243.51
LBY,2012,WASO: Increase biogas capture,Wood and Paper,0.00,24.58,24.58
MAR,2012,WASO: Increase biogas capture,Agriculture,0.00,61.67,61.67
MAR,2012,WASO: Increase biogas capture,Construction,1394.17,448.78,1842.95
MAR,2012,WASO: Increase biogas capture,"Education, Health and Other Services",0.00,71.30,71.30
MAR,2012,WASO: Increase biogas capture,Electrical and Machinery,2535.49,115.61,2651.09
MAR,2012,WASO: Increase biogas capture,"Electricity, Gas and Water",4657.18,69.98,4727.17
MAR,2012,WASO: Increase biogas capture,Financial Intermediation and Business Activities,0.00,817.41,817.41
MAR,2012,WASO: Increase biogas capture,Fishing,0.00,2.38,2.38
MAR,2012,WASO: Increase biogas capture,Food & Beverages,0.00,3.56,3.56
MAR,2012,WASO: Increase biogas capture,Hotels and Restaurants,0.00,163.87,163.87
MAR,2012,WASO: Increase biogas capture,Maintenance and Repair,0.00,13.01,13.01
MAR,2012,WASO: Increase biogas capture,Metal Products,0.00,446.46,446.46
MAR,2012,WASO: Increase biogas capture,Mining and Quarrying,0.00,369.23,369.23
MAR,2012,WASO: Increase biogas capture,Other Manufacturing,0.00,51.66,51.66
MAR,2012,WASO: Increase biogas capture,Others,0.00,6.16,6.16
MAR,2012,WASO: Increase biogas capture,"Petroleum, Chemical and Non-Metallic Mineral Products",0.00,364.77,364.77
MAR,2012,WASO: Increase biogas capture,Post and Telecommunications,0.00,68.98,68.98
MAR,2012,WASO: Increase biogas capture,Private Households,0.00,0.01,0.01
MAR,2012,WASO: Increase biogas capture,Public Administration,0.00,2.43,2.43
MAR,2012,WASO: Increase biogas capture,Re-export & Re-import,0.00,0.00,0.00
MAR,2012,WASO: Increase biogas capture,Recycling,0.00,4.60,4.60
MAR,2012,WASO: Increase biogas capture,Retail Trade,0.00,148.31,148.31
MAR,2012,WASO: Increase biogas capture,Textiles and Wearing Apparel,0.00,2.33,2.33
MAR,2012,WASO: Increase biogas capture,Transport,816.44,767.16,1583.60
MAR,2012,WASO: Increase biogas capture,Transport Equipment,0.00,55.77,55.77
MAR,2012,WASO: Increase biogas capture,Wholesale Trade,0.00,714.83,714.83
MAR,2012,WASO: Increase biogas capture,Wood and Paper,0.00,175.82,175.82
MEX,2012,WASO: Increase biogas capture,Agriculture,0.00,10.66,10.66
MEX,2012,WASO: Increase biogas capture,Construction,907.26,23.54,930.81
MEX,2012,WASO: Increase biogas capture,"Education, Health and Other Services",0.00,93.08,93.08
MEX,2012,WASO: Increase biogas capture,Electrical and Machinery,816.92,6.21,823.12
MEX,2012,WASO: Increase biogas capture,"Electricity, Gas and Water",7854.54,39.81,7894.35
MEX,2012,WASO: Increase biogas capture,Financial Intermediation and Business Activities,0.00,412.11,412.11
MEX,2012,WASO: Increase biogas capture,Fishing,0.00,0.10,0.10
MEX,2012,WASO: Increase biogas capture,Food & Beverages,0.00,4.31,4.31
MEX,2012,WASO: Increase biogas capture,Hotels and Restaurants,0.00,68.35,68.35
MEX,2012,WASO: Increase biogas capture,Maintenance and Repair,0.00,45.61,45.61
MEX,2012,WASO: Increase biogas capture,Metal Products,0.00,109.95,109.95
MEX,2012,WASO: Increase biogas capture,Mining and Quarrying,0.00,150.15,150.15
MEX,2012,WASO: Increase biogas capture,Other Manufacturing,0.00,5.44,5.44
MEX,2012,WASO: Increase biogas capture,Others,0.00,0.00,0.00
MEX,2012,WASO: Increase biogas capture,"Petroleum, Chemical and Non-Metallic Mineral Products",0.00,569.83,569.83
MEX,2012,WASO: Increase biogas capture,Post and Telecommunications,0.00,48.59,48.59
MEX,2012,WASO: Increase biogas capture,Private Households,0.00,0.00,0.00
MEX,2012,WASO: Increase biogas capture,Public Administration,0.00,127.65,127.65
MEX,2012,WASO: Increase biogas capture,Re-export & Re-import,0.00,0.00,0.00
MEX,2012,WASO: Increase biogas capture,Recycling,0.00,1.71,1.71
MEX,2012,WASO: Increase biogas capture,Retail Trade,0.00,1485.58,1485.58
MEX,2012,WASO: Increase biogas capture,Textiles and Wearing Apparel,0.00,11.79,11.79
MEX,2012,WASO: Increase biogas capture,Transport,365.96,171.22,537.18
MEX,2012,WASO: Increase biogas capture,Transport Equipment,0.00,5.89,5.89
MEX,2012,WASO: Increase biogas capture,Wholesale Trade,0.00,667.93,667.93
MEX,2012,WASO: Increase biogas capture,Wood and Paper,0.00,36.03,36.03
UGA,2012,WASO: Increase biogas capture,Agriculture,0.00,0.05,0.05
UGA,2012,WASO: Increase biogas capture,Construction,0.25,0.08,0.34
UGA,2012,WASO: Increase biogas capture,"Education, Health and Other Services",0.00,0.03,0.03
UGA,2012,WASO: Increase biogas capture,Electrical and Machinery,0.23,0.07,0.30
UGA,2012,WASO: Increase biogas capture,"Electricity, Gas and Water",0.97,0.02,0.98
UGA,2012,WASO: Increase biogas capture,Financial Intermediation and Business Activities,0.00,0.22,0.22
UGA,2012,WASO: Increase biogas capture,Fishing,0.00,0.01,0.01
UGA,2012,WASO: Increase biogas capture,Food & Beverages,0.00,0.00,0.00
UGA,2012,WASO: Increase biogas capture,Hotels and Restaurants,0.00,0.04,0.04
UGA,2012,WASO: Increase biogas capture,Maintenance and Repair,0.00,0.01,0.01
UGA,2012,WASO: Increase biogas capture,Metal Products,0.00,0.06,0.06
UGA,2012,WASO: Increase biogas capture,Mining and Quarrying,0.00,0.05,0.05
UGA,2012,WASO: Increase biogas capture,Other Manufacturing,0.00,0.01,0.01
UGA,2012,WASO: Increase biogas capture,Others,0.00,0.00,0.00
UGA,2012,WASO: Increase biogas capture,"Petroleum, Chemical and Non-Metallic Mineral Products",0.00,0.07,0.07
UGA,2012,WASO: Increase biogas capture,Post and Telecommunications,0.00,0.05,0.05
UGA,2012,WASO: Increase biogas capture,Private Households,0.00,0.00,0.00
UGA,2012,WASO: Increase biogas capture,Public Administration,0.00,0.01,0.01
UGA,2012,WASO: Increase biogas capture,Re-export & Re-import,0.00,0.00,0.00
UGA,2012,WASO: Increase biogas capture,Recycling,0.00,0.00,0.00
UGA,2012,WASO: Increase biogas capture,Retail Trade,0.00,0.16,0.16
UGA,2012,WASO: Increase biogas capture,Textiles and Wearing Apparel,0.00,0.00,0.00
UGA,2012,WASO: Increase biogas capture,Transport,0.07,0.07,0.14
UGA,2012,WASO: Increase biogas capture,Transport Equipment,0.00,0.01,0.01
UGA,2012,WASO: Increase biogas capture,Wholesale Trade,0.00,0.24,0.24
UGA,2012,WASO: Increase biogas capture,Wood and Paper,0.00,0.03,0.03
BGR,2013,WASO: Increase composting and biogas,Agriculture,11.33,2.74,14.07
BGR,2013,WASO: Increase composting and biogas,Construction,213.32,130.95,344.27
BGR,2013,WASO: Increase composting and biogas,"Education, Health and Other Services",0.00,51.13,51.13
BGR,2013,WASO: Increase composting and biogas,Electrical and Machinery,367.04,29.29,396.33
BGR,2013,WASO: Increase composting and biogas,"Electricity, Gas and Water",220.42,16.80,237.22
BGR,2013,WASO: Increase composting and biogas,Financial Intermediation and Business Activities,0.00,373.56,373.56
BGR,2013,WASO: Increase composting and biogas,Fishing,0.00,0.89,0.89
BGR,2013,WASO: Increase composting and biogas,Food & Beverages,0.00,5.10,5.10
BGR,2013,WASO: Increase composting and biogas,Hotels and Restaurants,0.00,48.27,48.27
BGR,2013,WASO: Increase composting and biogas,Maintenance and Repair,0.00,5.97,5.97
BGR,2013,WASO: Increase composting and biogas,Metal Products,0.00,40.41,40.41
BGR,2013,WASO: Increase composting and biogas,Mining and Quarrying,0.00,36.27,36.27
BGR,2013,WASO: Increase composting and biogas,Other Manufacturing,41.45,9.23,50.68
BGR,2013,WASO: Increase composting and biogas,Others,0.00,5.37,5.37
BGR,2013,WASO: Increase composting and biogas,"Petroleum, Chemical and Non-Metallic Mineral Products",18.77,92.74,111.51
BGR,2013,WASO: Increase composting and biogas,Post and Telecommunications,137.71,52.75,190.46
BGR,2013,WASO: Increase composting and biogas,Private Households,0.00,0.07,0.07
BGR,2013,WASO: Increase composting and biogas,Public Administration,0.00,3.39,3.39
BGR,2013,WASO: Increase composting and biogas,Re-export & Re-import,0.00,0.00,0.00
BGR,2013,WASO: Increase composting and biogas,Recycling,95.15,0.27,95.41
BGR,2013,WASO: Increase composting and biogas,Retail Trade,0.00,71.19,71.19
BGR,2013,WASO: Increase composting and biogas,Textiles and Wearing Apparel,0.00,0.66,0.66
BGR,2013,WASO: Increase composting and biogas,Transport,61.02,196.47,257.49
BGR,2013,WASO: Increase composting and biogas,Transport Equipment,0.00,14.03,14.03
BGR,2013,WASO: Increase composting and biogas,Wholesale Trade,0.00,206.04,206.04
BGR,2013,WASO: Increase composting and biogas,Wood and Paper,0.00,42.24,42.24
BLZ,2013,WASO: Increase composting and biogas,Agriculture,14.45,2.69,17.15
BLZ,2013,WASO: Increase composting and biogas,Construction,191.19,38.04,229.24
BLZ,2013,WASO: Increase composting and biogas,"Education, Health and Other Services",0.00,21.43,21.43
BLZ,2013,WASO: Increase composting and biogas,Electrical and Machinery,339.21,10.96,350.17
BLZ,2013,WASO: Increase composting and biogas,"Electricity, Gas and Water",408.77,9.82,418.58
BLZ,2013,WASO: Increase composting and biogas,Financial Intermediation and Business Activities,0.00,261.10,261.10
BLZ,2013,WASO: Increase composting and biogas,Fishing,0.00,0.42,0.42
BLZ,2013,WASO: Increase composting and biogas,Food & Beverages,0.00,0.32,0.32
BLZ,2013,WASO: Increase composting and biogas,Hotels and Restaurants,0.00,19.64,19.64
BLZ,2013,WASO: Increase composting and biogas,Maintenance and Repair,0.00,1.10,1.10
BLZ,2013,WASO: Increase composting and biogas,Metal Products,0.00,22.25,22.25
BLZ,2013,WASO: Increase composting and biogas,Mining and Quarrying,0.00,144.89,144.89
BLZ,2013,WASO: Increase composting and biogas,Other Manufacturing,34.90,1.77,36.67
BLZ,2013,WASO: Increase composting and biogas,Others,0.00,1.67,1.67
BLZ,2013,WASO: Increase composting and biogas,"Petroleum, Chemical and Non-Metallic Mineral Products",20.18,30.77,50.95
BLZ,2013,WASO: Increase composting and biogas,Post and Telecommunications,146.22,24.23,170.46
BLZ,2013,WASO: Increase composting and biogas,Private Households,0.00,0.01,0.01
BLZ,2013,WASO: Increase composting and biogas,Public Administration,0.00,0.38,0.38
BLZ,2013,WASO: Increase composting and biogas,Re-export & Re-import,0.00,0.00,0.00
BLZ,2013,WASO: Increase composting and biogas,Recycling,44.11,0.12,44.23
BLZ,2013,WASO: Increase composting and biogas,Retail Trade,0.00,35.62,35.62
BLZ,2013,WASO: Increase composting and biogas,Textiles and Wearing Apparel,0.00,0.90,0.90
BLZ,2013,WASO: Increase composting and biogas,Transport,118.58,167.99,286.56
BLZ,2013,WASO: Increase composting and biogas,Transport Equipment,0.00,1.47,1.47
BLZ,2013,WASO: Increase composting and biogas,Wholesale Trade,0.00,127.54,127.54
BLZ,2013,WASO: Increase composting and biogas,Wood and Paper,0.00,7.73,7.73
EGY,2013,WASO: Increase composting and biogas,Agriculture,49.32,18.77,68.09
EGY,2013,WASO: Increase composting and biogas,Construction,1025.99,303.50,1329.49
EGY,2013,WASO: Increase composting and biogas,"Education, Health and Other Services",0.00,111.09,111.09
EGY,2013,WASO: Increase composting and biogas,Electrical and Machinery,2387.32,244.23,2631.55
EGY,2013,WASO: Increase composting and biogas,"Electricity, Gas and Water",2010.10,57.70,2067.79
EGY,2013,WASO: Increase composting and biogas,Financial Intermediation and Business Activities,0.00,1081.70,1081.70
EGY,2013,WASO: Increase composting and biogas,Fishing,0.00,3.39,3.39
EGY,2013,WASO: Increase composting and biogas,Food & Beverages,0.00,13.66,13.66
EGY,2013,WASO: Increase composting and biogas,Hotels and Restaurants,0.00,53.37,53.37
EGY,2013,WASO: Increase composting and biogas,Maintenance and Repair,0.00,12.35,12.35
EGY,2013,WASO: Increase composting and biogas,Metal Products,0.00,741.85,741.85
EGY,2013,WASO: Increase composting and biogas,Mining and Quarrying,0.00,135.67,135.67
EGY,2013,WASO: Increase composting and biogas,Other Manufacturing,252.84,44.45,297.29
EGY,2013,WASO: Increase composting and biogas,Others,0.00,8.80,8.80
EGY,2013,WASO: Increase composting and biogas,"Petroleum, Chemical and Non-Metallic Mineral Products",124.21,629.97,754.17
EGY,2013,WASO: Increase composting and biogas,Post and Telecommunications,816.29,207.03,1023.32
EGY,2013,WASO: Increase composting and biogas,Private Households,0.00,0.03,0.03
EGY,2013,WASO: Increase composting and biogas,Public Administration,0.00,10.94,10.94
EGY,2013,WASO: Increase composting and biogas,Re-export & Re-import,0.00,0.00,0.00
EGY,2013,WASO: Increase composting and biogas,Recycling,501.46,1.77,503.23
EGY,2013,WASO: Increase composting and biogas,Retail Trade,0.00,85.58,85.58
EGY,2013,WASO: Increase composting and biogas,Textiles and Wearing Apparel,0.00,7.18,7.18
EGY,2013,WASO: Increase composting and biogas,Transport,354.68,919.42,1274.10
EGY,2013,WASO: Increase composting and biogas,Transport Equipment,0.00,66.23,66.23
EGY,2013,WASO: Increase composting and biogas,Wholesale Trade,0.00,676.21,676.21
EGY,2013,WASO: Increase composting and biogas,Wood and Paper,0.00,245.01,245.01
LBY,2013,WASO: Increase composting and biogas,Agriculture,22.14,19.14,41.28
LBY,2013,WASO: Increase composting and biogas,Construction,227.43,52.60,280.03
LBY,2013,WASO: Increase composting and biogas,"Education, Health and Other Services",0.00,115.82,115.82
LBY,2013,WASO: Increase composting and biogas,Electrical and Machinery,495.99,53.15,549.15
LBY,2013,WASO: Increase composting and biogas,"Electricity, Gas and Water",1545.43,184.44,1729.87
LBY,2013,WASO: Increase composting and biogas,Financial Intermediation and Business Activities,0.00,593.50,593.50
LBY,2013,WASO: Increase composting and biogas,Fishing,0.00,2.47,2.47
LBY,2013,WASO: Increase composting and biogas,Food & Beverages,0.00,12.07,12.07
LBY,2013,WASO: Increase composting and biogas,Hotels and Restaurants,0.00,41.86,41.86
LBY,2013,WASO: Increase composting and biogas,Maintenance and Repair,0.00,11.09,11.09
