Code,Country,Sector,Subsector,Gas,Units,Year,Value,Source
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2011,0.0063778,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2012,0.0031889,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2013,0.0063778,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2014,0.0063778,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2015,0.0031889,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2016,0.0031889,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2017,0.000602745,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2018,0.00079079,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2019,0.000841555,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2020,0.001271985,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2021,0.00184327,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2022,0.002270675,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2023,0.002634198,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2000,0,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2001,0,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2002,0,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2003,0,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2004,0,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2005,0.000023638,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2006,0.000023638,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2007,0.000047276,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2008,0.000047276,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2009,0.000047276,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2010,0.000047276,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2011,0.000047276,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2012,0.000023638,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2013,0.000047276,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2014,0.000047276,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2015,0.000023638,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2016,0.000023638,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2017,4.4679E-06,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2018,5.8618E-06,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2019,6.2381E-06,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2020,9.4287E-06,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2021,1.36634E-05,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2022,1.68316E-05,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2023,1.95262E-05,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2000,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2001,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2002,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2003,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2004,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2005,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2006,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2007,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2008,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2009,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2010,0.000130818,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2011,0.000120755,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2012,0.000130818,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2013,0.000140881,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2014,0.000140881,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2015,0.000140881,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2016,0.000150944,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2017,0.000158547,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2018,0.000175015,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2019,0.000173399,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2020,0.000176604,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2021,0.000189736,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2022,0.000175876,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2023,0.000175937,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2000,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2001,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2002,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2003,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2004,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2005,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2006,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2007,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2008,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2009,0,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2010,0.08342178,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2011,0.07700472,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2012,0.08342178,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2013,0.08983884,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2014,0.08983884,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2015,0.08983884,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2016,0.0962559,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2017,0.101104263,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2018,0.111605715,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2019,0.110575725,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2020,0.112619403,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2021,0.120993444,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2022,0.112154799,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2023,0.112194221,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2000,0,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2001,0,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2002,0,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2003,0,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2004,0,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2005,0,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2006,0,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2007,0,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2008,0,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2009,0,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2010,0.008532438,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2011,0.007876097,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2012,0.008532438,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2013,0.00918878,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2014,0.00918878,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2015,0.00918878,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2016,0.009845121,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2017,0.010341015,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2018,0.011415111,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2019,0.011309763,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2020,0.011518792,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2021,0.012375294,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2022,0.011471272,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2023,0.011475304,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2000,0.006213775,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2001,0.006365762,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2002,0.006438134,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2003,0.006710314,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2004,0.006418273,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2005,0.006301751,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2006,0.006966953,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2007,0.007083351,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2008,0.008880691,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2009,0.010331337,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2010,0.006152968,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2011,0.010443622,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2012,0.013249115,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2013,0.013882215,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2014,0.015218587,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2015,0.01781662,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2016,0.019493025,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2017,0.020574538,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2018,0.022079317,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2019,0.023568736,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2020,0.022081925,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2021,0.024936135,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2022,0.023114535,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2023,0.02312266,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2000,0.87990804,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2001,0.8923266,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2002,0.90505683,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2003,0.93331026,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2004,0.96043296,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2005,0.9966618,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2006,1.10067327,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2007,1.14932067,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2008,1.33995039,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2009,1.4745927,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2010,1.14385068,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2011,1.50947097,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2012,1.8929121,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2013,2.0342952,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2014,2.26757082,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2015,2.56190034,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2016,2.75108766,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2017,2.90464362,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2018,3.16661148,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2019,3.293494693,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2020,3.171175275,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2021,3.521777962,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2022,3.264509943,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2023,3.265657389,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2000,0.007428828,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2001,0.007490413,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2002,0.007613661,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2003,0.007674177,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2004,0.007963934,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2005,0.008621963,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2006,0.00966072,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2007,0.009785555,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2008,0.012595959,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2009,0.014393554,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2010,0.012092469,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2011,0.015685587,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2012,0.01925411,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2013,0.019789739,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2014,0.022034237,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2015,0.024745226,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2016,0.031418381,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2017,0.033293161,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2018,0.035551544,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2019,0.03662201,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2020,0.035619685,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2021,0.039315979,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2022,0.036443923,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2023,0.036456732,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2000,7.02464E-05,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2001,7.02464E-05,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2002,7.02464E-05,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2003,7.02464E-05,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2004,7.02464E-05,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2005,6.14656E-05,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2006,7.02464E-05,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2007,9.65888E-05,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2008,9.65888E-05,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2009,0.000122931,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2010,0.000131712,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2011,0.000131712,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2012,0.000175616,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2013,0.000175616,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2014,0.000201958,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2015,0.000245862,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2016,0.000263424,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2017,0.00027952,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2018,0.000301058,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2019,0.000327216,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2020,0.000300348,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2021,0.000344654,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2022,0.000490074,WB CSC
UGA,Uganda,Energy,EN - Transport,CH4,MtCO2e,2023,0.000465348,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2000,0.02483712,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2001,0.02483712,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2002,0.02483712,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2003,0.02483712,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2004,0.02483712,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2005,0.02173248,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2006,0.02483712,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2007,0.03415104,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2008,0.03415104,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2009,0.04346496,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2010,0.0465696,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2011,0.0465696,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2012,0.0620928,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2013,0.0620928,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2014,0.07140672,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2015,0.08692992,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2016,0.0931392,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2017,0.098830116,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2018,0.106445493,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2019,0.115694271,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2020,0.106194627,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2021,0.121859892,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2022,0.173276209,WB CSC
UGA,Uganda,Energy,EN - Transport,CO2,MtCO2e,2023,0.164533864,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2000,0.000189952,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2001,0.000189952,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2002,0.000189952,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2003,0.000189952,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2004,0.000189952,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2005,0.000166208,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2006,0.000189952,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2007,0.000261184,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2008,0.000261184,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2009,0.000332416,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2010,0.00035616,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2011,0.00035616,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2012,0.00047488,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2013,0.00047488,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2014,0.000546112,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2015,0.000664832,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2016,0.00071232,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2017,0.000755844,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2018,0.000814085,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2019,0.000884819,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2020,0.000812167,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2021,0.000931973,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2022,0.0013252,WB CSC
UGA,Uganda,Energy,EN - Transport,N2O,MtCO2e,2023,0.00125834,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2000,0.15272,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2001,0.179296,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2002,0.210496,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2003,0.210912,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2004,0.233103,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2005,0.26271,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2006,0.25074,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2007,0.24765,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2008,0.44744,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2009,0.41064,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2010,0.490308,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2011,0.589764,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2012,0.63012,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2013,0.685797,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2014,0.710812,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2015,0.825174,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2016,1.00353572,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2017,1.004603125,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2018,1.016710471,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2019,1.199990038,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2020,1.460144128,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2021,1.640611379,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2022,1.640611379,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2023,1.640611379,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2000,0.00118788,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2001,0.001226735,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2002,0.00126779,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2003,0.00131089,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2004,0.001355735,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2005,0.00140212,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2006,0.001450045,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2007,0.0014996,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2008,0.00155072,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2009,0.001603355,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2010,0.00165747,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2011,0.001713015,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2012,0.00177003,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2013,0.001770421,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2014,0.001828943,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2015,0.001889398,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2016,0.001935784,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2017,0.001983308,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2018,0.002032,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2019,0.002084315,WB CSC
UGA,Uganda,Industrial Processes,IN - Industrial Processes,CO2,MtCO2e,2020,0.002415417,WB CSC
