Sector,Subsector,Gas,Year,Value,Source
AFOLU,Biomass Burning Emissions,CH4,1995,0.8587,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,1996,0.8587,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,1997,0.8587,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,1998,0.8587,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,1999,0.8587,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,2000,0.8587,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,2001,0.86978,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,2002,0.88086,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,2003,0.89194,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,2004,0.90302,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,2005,0.9141,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,2006,0.82546,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,2007,0.73682,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,2008,0.64818,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,2009,0.55954,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,2010,0.4709,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,2011,0.4432,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,2012,0.4155,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,2013,0.3878,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,2014,0.3601,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,2015,0.3324,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,2016,0.3601,National Communication 3
AFOLU,Biomass Burning Emissions,CH4,2017,0.3878,National Communication 3
AFOLU,Biomass Burning Emissions,CO,1995,1.434,National Communication 3
AFOLU,Biomass Burning Emissions,CO,1996,1.1472,National Communication 3
AFOLU,Biomass Burning Emissions,CO,1997,0.8604,National Communication 3
AFOLU,Biomass Burning Emissions,CO,1998,0.5736,National Communication 3
AFOLU,Biomass Burning Emissions,CO,1999,0.2868,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2000,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2001,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2002,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2003,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2004,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2005,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2006,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2007,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2008,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2009,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2010,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2011,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2012,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2013,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2014,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2015,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2016,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2017,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,1995,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,1996,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,1997,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,1998,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,1999,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2000,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2001,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2002,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2003,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2004,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2005,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2006,0.7644,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2007,0.7098,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2008,0.6552,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2009,0.6006,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2010,0.546,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2011,0.4914,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2012,0.4368,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2013,0.3822,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2014,0.3276,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2015,0.273,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2016,0.273,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2017,0.273,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,1995,0.301,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,1996,0.2408,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,1997,0.1806,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,1998,0.1204,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,1999,0.0602,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2000,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2001,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2002,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2003,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2004,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2005,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2006,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2007,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2008,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2009,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2010,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2011,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2012,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2013,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2014,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2015,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2016,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2017,0.0,National Communication 3
AFOLU,Cropland,CO2,1995,10.611,National Communication 3
AFOLU,Cropland,CO2,1996,10.611,National Communication 3
AFOLU,Cropland,CO2,1997,10.611,National Communication 3
AFOLU,Cropland,CO2,1998,10.611,National Communication 3
AFOLU,Cropland,CO2,1999,10.611,National Communication 3
AFOLU,Cropland,CO2,2000,10.611,National Communication 3
AFOLU,Cropland,CO2,2001,10.611,National Communication 3
AFOLU,Cropland,CO2,2002,10.611,National Communication 3
AFOLU,Cropland,CO2,2003,10.611,National Communication 3
AFOLU,Cropland,CO2,2004,10.611,National Communication 3
AFOLU,Cropland,CO2,2005,10.611,National Communication 3
AFOLU,Cropland,CO2,2006,10.611,National Communication 3
AFOLU,Cropland,CO2,2007,10.611,National Communication 3
AFOLU,Cropland,CO2,2008,10.611,National Communication 3
AFOLU,Cropland,CO2,2009,10.611,National Communication 3
AFOLU,Cropland,CO2,2010,10.611,National Communication 3
AFOLU,Cropland,CO2,2011,10.611,National Communication 3
AFOLU,Cropland,CO2,2012,10.611,National Communication 3
AFOLU,Cropland,CO2,2013,10.611,National Communication 3
AFOLU,Cropland,CO2,2014,10.611,National Communication 3
AFOLU,Cropland,CO2,2015,10.611,National Communication 3
AFOLU,Cropland,CO2,2016,10.611,National Communication 3
AFOLU,Cropland,CO2,2017,10.611,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,1995,3.1395,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,1996,3.17772,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,1997,3.21594,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,1998,3.25416,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,1999,3.29238,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2000,3.3306,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2001,3.42342,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2002,3.51624,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2003,3.60906,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2004,3.70188,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2005,3.7947,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2006,4.02402,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2007,4.25334,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2008,4.48266,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2009,4.71198,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2010,4.9413,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2011,5.05596,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2012,5.17062,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2013,5.28528,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2014,5.39994,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2015,5.5146,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2016,5.5965,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2017,5.6784,National Communication 3
AFOLU,Enteric Fermentation,CH4,1995,7.49008,National Communication 3
AFOLU,Enteric Fermentation,CH4,1996,7.655172,National Communication 3
AFOLU,Enteric Fermentation,CH4,1997,7.820264,National Communication 3
AFOLU,Enteric Fermentation,CH4,1998,7.985356,National Communication 3
AFOLU,Enteric Fermentation,CH4,1999,8.150448,National Communication 3
AFOLU,Enteric Fermentation,CH4,2000,8.31554,National Communication 3
AFOLU,Enteric Fermentation,CH4,2001,8.685058,National Communication 3
AFOLU,Enteric Fermentation,CH4,2002,9.054576,National Communication 3
AFOLU,Enteric Fermentation,CH4,2003,9.424094,National Communication 3
AFOLU,Enteric Fermentation,CH4,2004,9.793612,National Communication 3
AFOLU,Enteric Fermentation,CH4,2005,10.16313,National Communication 3
AFOLU,Enteric Fermentation,CH4,2006,10.843442,National Communication 3
AFOLU,Enteric Fermentation,CH4,2007,11.523754,National Communication 3
AFOLU,Enteric Fermentation,CH4,2008,12.204066,National Communication 3
AFOLU,Enteric Fermentation,CH4,2009,12.884378,National Communication 3
AFOLU,Enteric Fermentation,CH4,2010,13.56469,National Communication 3
AFOLU,Enteric Fermentation,CH4,2011,13.9054,National Communication 3
AFOLU,Enteric Fermentation,CH4,2012,14.24611,National Communication 3
AFOLU,Enteric Fermentation,CH4,2013,14.58682,National Communication 3
AFOLU,Enteric Fermentation,CH4,2014,14.92753,National Communication 3
AFOLU,Enteric Fermentation,CH4,2015,15.26824,National Communication 3
AFOLU,Enteric Fermentation,CH4,2016,15.621415,National Communication 3
AFOLU,Enteric Fermentation,CH4,2017,15.97459,National Communication 3
AFOLU,Forest land,CO2,1995,-11.152403,National Communication 3
AFOLU,Forest land,CO2,1996,-11.152403,National Communication 3
AFOLU,Forest land,CO2,1997,-11.152403,National Communication 3
AFOLU,Forest land,CO2,1998,-11.152403,National Communication 3
AFOLU,Forest land,CO2,1999,-11.152403,National Communication 3
AFOLU,Forest land,CO2,2000,-11.152403,National Communication 3
AFOLU,Forest land,CO2,2001,-11.152403,National Communication 3
AFOLU,Forest land,CO2,2002,-11.152403,National Communication 3
AFOLU,Forest land,CO2,2003,-11.152403,National Communication 3
AFOLU,Forest land,CO2,2004,-11.152403,National Communication 3
AFOLU,Forest land,CO2,2005,-11.152403,National Communication 3
AFOLU,Forest land,CO2,2006,-11.152403,National Communication 3
AFOLU,Forest land,CO2,2007,-11.152403,National Communication 3
AFOLU,Forest land,CO2,2008,-11.152403,National Communication 3
AFOLU,Forest land,CO2,2009,-11.152403,National Communication 3
AFOLU,Forest land,CO2,2010,-11.152403,National Communication 3
AFOLU,Forest land,CO2,2011,-11.126566,National Communication 3
AFOLU,Forest land,CO2,2012,-11.100729,National Communication 3
AFOLU,Forest land,CO2,2013,-11.074892,National Communication 3
AFOLU,Forest land,CO2,2014,-11.049055,National Communication 3
AFOLU,Forest land,CO2,2015,-11.023218,National Communication 3
AFOLU,Forest land,CO2,2016,-11.152403,National Communication 3
AFOLU,Forest land,CO2,2017,-11.281588,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,1995,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,1996,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,1997,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,1998,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,1999,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2000,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2001,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2002,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2003,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2004,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2005,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2006,1.343706,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2007,1.415232,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2008,1.486758,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2009,1.558284,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2010,1.62981,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2011,1.679496,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2012,1.729182,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2013,1.778868,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2014,1.828554,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2015,1.87824,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2016,1.87824,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2017,1.87824,National Communication 3
AFOLU,Manure Management,CH4,1995,0.37672,National Communication 3
AFOLU,Manure Management,CH4,1996,0.377274,National Communication 3
AFOLU,Manure Management,CH4,1997,0.377828,National Communication 3
AFOLU,Manure Management,CH4,1998,0.378382,National Communication 3
AFOLU,Manure Management,CH4,1999,0.378936,National Communication 3
AFOLU,Manure Management,CH4,2000,0.37949,National Communication 3
AFOLU,Manure Management,CH4,2001,0.388908,National Communication 3
AFOLU,Manure Management,CH4,2002,0.398326,National Communication 3
AFOLU,Manure Management,CH4,2003,0.407744,National Communication 3
AFOLU,Manure Management,CH4,2004,0.417162,National Communication 3
AFOLU,Manure Management,CH4,2005,0.42658,National Communication 3
AFOLU,Manure Management,CH4,2006,0.455388,National Communication 3
AFOLU,Manure Management,CH4,2007,0.484196,National Communication 3
AFOLU,Manure Management,CH4,2008,0.513004,National Communication 3
AFOLU,Manure Management,CH4,2009,0.541812,National Communication 3
AFOLU,Manure Management,CH4,2010,0.57062,National Communication 3
AFOLU,Manure Management,CH4,2011,0.58447,National Communication 3
AFOLU,Manure Management,CH4,2012,0.59832,National Communication 3
AFOLU,Manure Management,CH4,2013,0.61217,National Communication 3
AFOLU,Manure Management,CH4,2014,0.62602,National Communication 3
AFOLU,Manure Management,CH4,2015,0.63987,National Communication 3
AFOLU,Manure Management,CH4,2016,0.65095,National Communication 3
AFOLU,Manure Management,CH4,2017,0.66203,National Communication 3
AFOLU,Manure Management,N2O,1995,0.1365,National Communication 3
AFOLU,Manure Management,N2O,1996,0.1365,National Communication 3
AFOLU,Manure Management,N2O,1997,0.1365,National Communication 3
AFOLU,Manure Management,N2O,1998,0.1365,National Communication 3
AFOLU,Manure Management,N2O,1999,0.1365,National Communication 3
AFOLU,Manure Management,N2O,2000,0.1365,National Communication 3
AFOLU,Manure Management,N2O,2001,0.1365,National Communication 3
AFOLU,Manure Management,N2O,2002,0.1365,National Communication 3
AFOLU,Manure Management,N2O,2003,0.1365,National Communication 3
AFOLU,Manure Management,N2O,2004,0.1365,National Communication 3
AFOLU,Manure Management,N2O,2005,0.1365,National Communication 3
AFOLU,Manure Management,N2O,2006,0.14742,National Communication 3
AFOLU,Manure Management,N2O,2007,0.15834,National Communication 3
AFOLU,Manure Management,N2O,2008,0.16926,National Communication 3
AFOLU,Manure Management,N2O,2009,0.18018,National Communication 3
AFOLU,Manure Management,N2O,2010,0.1911,National Communication 3
AFOLU,Manure Management,N2O,2011,0.19656,National Communication 3
AFOLU,Manure Management,N2O,2012,0.20202,National Communication 3
AFOLU,Manure Management,N2O,2013,0.20748,National Communication 3
AFOLU,Manure Management,N2O,2014,0.21294,National Communication 3
AFOLU,Manure Management,N2O,2015,0.2184,National Communication 3
AFOLU,Manure Management,N2O,2016,0.222495,National Communication 3
AFOLU,Manure Management,N2O,2017,0.22659,National Communication 3
AFOLU,Other Lands,CO2,1995,2.793,National Communication 3
AFOLU,Other Lands,CO2,1996,2.793,National Communication 3
AFOLU,Other Lands,CO2,1997,2.793,National Communication 3
AFOLU,Other Lands,CO2,1998,2.793,National Communication 3
AFOLU,Other Lands,CO2,1999,2.793,National Communication 3
AFOLU,Other Lands,CO2,2000,2.793,National Communication 3
AFOLU,Other Lands,CO2,2001,2.793,National Communication 3
AFOLU,Other Lands,CO2,2002,2.793,National Communication 3
AFOLU,Other Lands,CO2,2003,2.793,National Communication 3
AFOLU,Other Lands,CO2,2004,2.793,National Communication 3
AFOLU,Other Lands,CO2,2005,2.793,National Communication 3
AFOLU,Other Lands,CO2,2006,2.793,National Communication 3
AFOLU,Other Lands,CO2,2007,2.793,National Communication 3
AFOLU,Other Lands,CO2,2008,2.793,National Communication 3
AFOLU,Other Lands,CO2,2009,2.793,National Communication 3
AFOLU,Other Lands,CO2,2010,2.793,National Communication 3
AFOLU,Other Lands,CO2,2011,2.793,National Communication 3
AFOLU,Other Lands,CO2,2012,2.793,National Communication 3
AFOLU,Other Lands,CO2,2013,2.793,National Communication 3
AFOLU,Other Lands,CO2,2014,2.793,National Communication 3
AFOLU,Other Lands,CO2,2015,2.793,National Communication 3
AFOLU,Other Lands,CO2,2016,2.793,National Communication 3
AFOLU,Other Lands,CO2,2017,2.793,National Communication 3
AFOLU,Urea Application,CO2,1995,0.0,National Communication 3
AFOLU,Urea Application,CO2,1996,0.0,National Communication 3
AFOLU,Urea Application,CO2,1997,0.0,National Communication 3
AFOLU,Urea Application,CO2,1998,0.0,National Communication 3
AFOLU,Urea Application,CO2,1999,0.0,National Communication 3
AFOLU,Urea Application,CO2,2000,0.0,National Communication 3
AFOLU,Urea Application,CO2,2001,0.0,National Communication 3
AFOLU,Urea Application,CO2,2002,0.0,National Communication 3
AFOLU,Urea Application,CO2,2003,0.0,National Communication 3
AFOLU,Urea Application,CO2,2004,0.0,National Communication 3
AFOLU,Urea Application,CO2,2005,0.0,National Communication 3
AFOLU,Urea Application,CO2,2006,0.0,National Communication 3
AFOLU,Urea Application,CO2,2007,0.0,National Communication 3
AFOLU,Urea Application,CO2,2008,0.0,National Communication 3
AFOLU,Urea Application,CO2,2009,0.0,National Communication 3
AFOLU,Urea Application,CO2,2010,0.0,National Communication 3
AFOLU,Urea Application,CO2,2011,0.001012,National Communication 3
AFOLU,Urea Application,CO2,2012,0.002024,National Communication 3
AFOLU,Urea Application,CO2,2013,0.003036,National Communication 3
AFOLU,Urea Application,CO2,2014,0.004048,National Communication 3
AFOLU,Urea Application,CO2,2015,0.00506,National Communication 3
AFOLU,Urea Application,CO2,2016,0.00506,National Communication 3
AFOLU,Urea Application,CO2,2017,0.00506,National Communication 3
Energy,Energy Industries,CH4,1995,0.0544305,National Communication 3
Energy,Energy Industries,CH4,1996,0.05690965,National Communication 3
Energy,Energy Industries,CH4,1997,0.0593888,National Communication 3
Energy,Energy Industries,CH4,1998,0.0682251,National Communication 3
Energy,Energy Industries,CH4,1999,0.0770614,National Communication 3
Energy,Energy Industries,CH4,2000,0.0829338,National Communication 3
Energy,Energy Industries,CH4,2001,0.0888062,National Communication 3
Energy,Energy Industries,CH4,2002,0.0888062,National Communication 3
Energy,Energy Industries,CH4,2003,0.0888062,National Communication 3
Energy,Energy Industries,CH4,2004,0.108307,National Communication 3
Energy,Energy Industries,CH4,2005,0.1278078,National Communication 3
Energy,Energy Industries,CH4,2006,0.1341234,National Communication 3
Energy,Energy Industries,CH4,2007,0.140439,National Communication 3
Energy,Energy Industries,CH4,2008,0.14693465,National Communication 3
Energy,Energy Industries,CH4,2009,0.1534303,National Communication 3
Energy,Energy Industries,CH4,2010,0.1566158,National Communication 3
Energy,Energy Industries,CH4,2011,0.1598013,National Communication 3
Energy,Energy Industries,CH4,2012,0.1791359,National Communication 3
Energy,Energy Industries,CH4,2013,0.1984705,National Communication 3
Energy,Energy Industries,CH4,2014,0.32845275,National Communication 3
Energy,Energy Industries,CH4,2015,0.458435,National Communication 3
Energy,Energy Industries,CH4,2016,0.382814,National Communication 3
Energy,Energy Industries,CH4,2017,0.307193,National Communication 3
Energy,Energy Industries,CO2,1995,0.000828,National Communication 3
Energy,Energy Industries,CO2,1996,0.0008655,National Communication 3
Energy,Energy Industries,CO2,1997,0.000903,National Communication 3
Energy,Energy Industries,CO2,1998,0.000941,National Communication 3
Energy,Energy Industries,CO2,1999,0.000979,National Communication 3
Energy,Energy Industries,CO2,2000,0.0010165,National Communication 3
Energy,Energy Industries,CO2,2001,0.001054,National Communication 3
Energy,Energy Industries,CO2,2002,0.001054,National Communication 3
Energy,Energy Industries,CO2,2003,0.001054,National Communication 3
Energy,Energy Industries,CO2,2004,0.0009785,National Communication 3
Energy,Energy Industries,CO2,2005,0.000903,National Communication 3
Energy,Energy Industries,CO2,2006,0.0860965,National Communication 3
Energy,Energy Industries,CO2,2007,0.17129,National Communication 3
Energy,Energy Industries,CO2,2008,0.20364,National Communication 3
Energy,Energy Industries,CO2,2009,0.23599,National Communication 3
Energy,Energy Industries,CO2,2010,0.256895,National Communication 3
Energy,Energy Industries,CO2,2011,0.2778,National Communication 3
Energy,Energy Industries,CO2,2012,0.1392485,National Communication 3
Energy,Energy Industries,CO2,2013,0.000697,National Communication 3
Energy,Energy Industries,CO2,2014,0.0218285,National Communication 3
Energy,Energy Industries,CO2,2015,0.04296,National Communication 3
Energy,Energy Industries,CO2,2016,0.08288,National Communication 3
Energy,Energy Industries,CO2,2017,0.1228,National Communication 3
Energy,Energy Industries,N2O,1995,0.01092,National Communication 3
Energy,Energy Industries,N2O,1996,0.011466,National Communication 3
Energy,Energy Industries,N2O,1997,0.012012,National Communication 3
Energy,Energy Industries,N2O,1998,0.0137865,National Communication 3
Energy,Energy Industries,N2O,1999,0.015561,National Communication 3
Energy,Energy Industries,N2O,2000,0.016653,National Communication 3
Energy,Energy Industries,N2O,2001,0.017745,National Communication 3
Energy,Energy Industries,N2O,2002,0.017745,National Communication 3
Energy,Energy Industries,N2O,2003,0.017745,National Communication 3
Energy,Energy Industries,N2O,2004,0.0217035,National Communication 3
Energy,Energy Industries,N2O,2005,0.025662,National Communication 3
Energy,Energy Industries,N2O,2006,0.0268905,National Communication 3
Energy,Energy Industries,N2O,2007,0.028119,National Communication 3
Energy,Energy Industries,N2O,2008,0.0293475,National Communication 3
Energy,Energy Industries,N2O,2009,0.030576,National Communication 3
Energy,Energy Industries,N2O,2010,0.0312585,National Communication 3
Energy,Energy Industries,N2O,2011,0.031941,National Communication 3
Energy,Energy Industries,N2O,2012,0.035763,National Communication 3
Energy,Energy Industries,N2O,2013,0.039585,National Communication 3
Energy,Energy Industries,N2O,2014,0.065247,National Communication 3
Energy,Energy Industries,N2O,2015,0.090909,National Communication 3
Energy,Energy Industries,N2O,2016,0.0760305,National Communication 3
Energy,Energy Industries,N2O,2017,0.061152,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,1995,0.014980777139051214,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,1996,0.015810718368912274,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,1997,0.016640659598773335,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,1998,0.017055100828634397,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,1999,0.017469542058495456,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,2000,0.02937948328835652,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,2001,0.04250227882849839,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,2002,0.04399107436864026,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,2003,0.04547986990878214,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,2004,0.04322916544892401,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,2005,0.04097846098906588,National Communication 3
