Sector,Subsector,Gas,Year,Value,Source
Waste,Open Burning of Waste,CH4,2010,0.006371,National Communication 3
Waste,Open Burning of Waste,CH4,2011,0.0076175,National Communication 3
Waste,Open Burning of Waste,CH4,2012,0.008864,National Communication 3
Waste,Open Burning of Waste,CH4,2013,0.0101105,National Communication 3
Waste,Open Burning of Waste,CH4,2014,0.011357,National Communication 3
Waste,Open Burning of Waste,CH4,2015,0.0126035,National Communication 3
Waste,Open Burning of Waste,CH4,2016,0.01297745,National Communication 3
Waste,Open Burning of Waste,CH4,2017,0.0133514,National Communication 3
Waste,Open Burning of Waste,CO2,1995,0.000878,National Communication 3
Waste,Open Burning of Waste,CO2,1996,0.0009822,National Communication 3
Waste,Open Burning of Waste,CO2,1997,0.0010864,National Communication 3
Waste,Open Burning of Waste,CO2,1998,0.0011906,National Communication 3
Waste,Open Burning of Waste,CO2,1999,0.0012948,National Communication 3
Waste,Open Burning of Waste,CO2,2000,0.001399,National Communication 3
Waste,Open Burning of Waste,CO2,2001,0.0016088,National Communication 3
Waste,Open Burning of Waste,CO2,2002,0.0018186,National Communication 3
Waste,Open Burning of Waste,CO2,2003,0.0020284,National Communication 3
Waste,Open Burning of Waste,CO2,2004,0.0022382,National Communication 3
Waste,Open Burning of Waste,CO2,2005,0.002448,National Communication 3
Waste,Open Burning of Waste,CO2,2006,0.0024726,National Communication 3
Waste,Open Burning of Waste,CO2,2007,0.0024972,National Communication 3
Waste,Open Burning of Waste,CO2,2008,0.0025218,National Communication 3
Waste,Open Burning of Waste,CO2,2009,0.0025464,National Communication 3
Waste,Open Burning of Waste,CO2,2010,0.002571,National Communication 3
Waste,Open Burning of Waste,CO2,2011,0.0030728,National Communication 3
Waste,Open Burning of Waste,CO2,2012,0.0035746,National Communication 3
Waste,Open Burning of Waste,CO2,2013,0.0040764,National Communication 3
Waste,Open Burning of Waste,CO2,2014,0.0045782,National Communication 3
Waste,Open Burning of Waste,CO2,2015,0.00508,National Communication 3
Waste,Open Burning of Waste,CO2,2016,0.0061295,National Communication 3
Waste,Open Burning of Waste,CO2,2017,0.007179,National Communication 3
Waste,Open Burning of Waste,N2O,1995,0.000273,National Communication 3
Waste,Open Burning of Waste,N2O,1996,0.0003276,National Communication 3
Waste,Open Burning of Waste,N2O,1997,0.0003822,National Communication 3
Waste,Open Burning of Waste,N2O,1998,0.0004368,National Communication 3
Waste,Open Burning of Waste,N2O,1999,0.0004914,National Communication 3
Waste,Open Burning of Waste,N2O,2000,0.000546,National Communication 3
Waste,Open Burning of Waste,N2O,2001,0.0006006,National Communication 3
Waste,Open Burning of Waste,N2O,2002,0.0006552,National Communication 3
Waste,Open Burning of Waste,N2O,2003,0.0007098,National Communication 3
Waste,Open Burning of Waste,N2O,2004,0.0007644,National Communication 3
Waste,Open Burning of Waste,N2O,2005,0.000819,National Communication 3
Waste,Open Burning of Waste,N2O,2006,0.000819,National Communication 3
Waste,Open Burning of Waste,N2O,2007,0.000819,National Communication 3
Waste,Open Burning of Waste,N2O,2008,0.000819,National Communication 3
Waste,Open Burning of Waste,N2O,2009,0.000819,National Communication 3
Waste,Open Burning of Waste,N2O,2010,0.000819,National Communication 3
Waste,Open Burning of Waste,N2O,2011,0.0009828,National Communication 3
Waste,Open Burning of Waste,N2O,2012,0.0011466,National Communication 3
Waste,Open Burning of Waste,N2O,2013,0.0013104,National Communication 3
Waste,Open Burning of Waste,N2O,2014,0.0014742,National Communication 3
Waste,Open Burning of Waste,N2O,2015,0.001638,National Communication 3
Waste,Open Burning of Waste,N2O,2016,0.0017745,National Communication 3
Waste,Open Burning of Waste,N2O,2017,0.001911,National Communication 3
Waste,Solid Waste Disposal,All GHG,1995,1.672,National Communication 3
Waste,Solid Waste Disposal,All GHG,1996,1.787272727,National Communication 3
Waste,Solid Waste Disposal,All GHG,1997,1.902545455,National Communication 3
Waste,Solid Waste Disposal,All GHG,1998,2.017818182,National Communication 3
Waste,Solid Waste Disposal,All GHG,1999,2.133090909,National Communication 3
Waste,Solid Waste Disposal,All GHG,2000,2.248363636,National Communication 3
Waste,Solid Waste Disposal,All GHG,2001,2.363636364,National Communication 3
Waste,Solid Waste Disposal,All GHG,2002,2.478909091,National Communication 3
Waste,Solid Waste Disposal,All GHG,2003,2.594181818,National Communication 3
Waste,Solid Waste Disposal,All GHG,2004,2.709454545,National Communication 3
Waste,Solid Waste Disposal,All GHG,2005,2.824727273,National Communication 3
Waste,Solid Waste Disposal,All GHG,2006,2.94,National Communication 3
Waste,Solid Waste Disposal,All GHG,2007,3.055272727,National Communication 3
Waste,Solid Waste Disposal,All GHG,2008,3.170545455,National Communication 3
Waste,Solid Waste Disposal,All GHG,2009,3.285818182,National Communication 3
Waste,Solid Waste Disposal,All GHG,2010,3.401090909,National Communication 3
Waste,Solid Waste Disposal,All GHG,2011,3.516363636,National Communication 3
Waste,Solid Waste Disposal,All GHG,2012,3.631636364,National Communication 3
Waste,Solid Waste Disposal,All GHG,2013,3.746909091,National Communication 3
Waste,Solid Waste Disposal,All GHG,2014,3.862181818,National Communication 3
Waste,Solid Waste Disposal,All GHG,2015,3.977454545,National Communication 3
Waste,Solid Waste Disposal,All GHG,2016,4.092727273,National Communication 3
Waste,Solid Waste Disposal,All GHG,2017,4.208,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,1995,0.3812628,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,1996,0.4033397,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,1997,0.4254166,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,1998,0.4474935,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,1999,0.4695704,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,2000,0.4916473,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,2001,0.54731876,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,2002,0.60299022,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,2003,0.65866168,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,2004,0.71433314,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,2005,0.7700046,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,2006,0.84035706,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,2007,0.91070952,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,2008,0.98106198,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,2009,1.05141444,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,2010,1.1217669,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,2011,1.21837342,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,2012,1.31497994,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,2013,1.41158646,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,2014,1.50819298,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,2015,1.6047995,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,2016,1.7341585,National Communication 3
Waste,Wastewater Treatment and Discharge,CH4,2017,1.8635175,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,1995,0.187824,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,1996,0.194649,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,1997,0.201474,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,1998,0.208299,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,1999,0.215124,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,2000,0.221949,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,2001,0.229866,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,2002,0.237783,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,2003,0.2457,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,2004,0.253617,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,2005,0.261534,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,2006,0.2890524,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,2007,0.3165708,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,2008,0.3440892,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,2009,0.3716076,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,2010,0.399126,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,2011,0.4084626,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,2012,0.4177992,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,2013,0.4271358,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,2014,0.4364724,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,2015,0.445809,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,2016,0.459459,National Communication 3
Waste,Wastewater Treatment and Discharge,N2O,2017,0.473109,National Communication 3
