area_units,days_per_year,discount_rate,emissions_mass,energy_units,energy_units_nemomod,global_warming_potential,historical_back_proj_n_periods,historical_harvested_wood_products_method,historical_solid_waste_method,land_use_reallocation_max_out_directionality,length_units,monetary_units,nemomod_solver,nemomod_solver_time_limit_seconds,nemomod_time_periods,power_units,region,volume_units,num_lhc_samples,output_method,random_seed,save_inputs,time_period_u0
ha,365.25,0.0,MT,PJ,PJ,100,10,back_project,back_project,decrease_only,km,mm_usd,highs,900,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55,GW,costa_rica,m3,1000,sqlite,6401745,False,11
