strategy_id,primary_id,Subsector_Category,CSC.Subsector,CSC.Sector,value,Year,Gas,design_id,future_id,strategy,Code,Contry,source
0,0,Agriculture and Managed Soil:co2,Agriculture and Managed Soil,Non-LULUCF,0.173805597831726,2066,co2,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:co2,Agriculture and Managed Soil,Non-LULUCF,0.181553269714419,2067,co2,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:co2,Agriculture and Managed Soil,Non-LULUCF,0.189966565038552,2068,co2,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:co2,Agriculture and Managed Soil,Non-LULUCF,0.199158530166761,2069,co2,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:co2,Agriculture and Managed Soil,Non-LULUCF,0.209245556478664,2070,co2,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,1.881789,2019,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,1.93278604083489,2020,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,2.07313853027621,2021,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,2.07926531913779,2022,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,2.1100291357103,2023,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,2.19295452420187,2024,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,2.27831249748379,2025,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,2.37040766525054,2026,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,2.47064743414024,2027,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,2.57916957593805,2028,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,2.69466020732074,2029,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,2.81464631385043,2030,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,2.93501729183613,2031,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,3.05338249446077,2032,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,3.16612523879839,2033,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,3.2698748586311,2034,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,3.40028365733063,2035,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,3.52875996552967,2036,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,3.64454367691041,2037,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,3.76207120582053,2038,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,3.83867785560835,2039,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,3.92932053303871,2040,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,4.01171982314223,2041,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,4.08729490804046,2042,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,4.15773187164945,2043,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,4.22163543845385,2044,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,4.27324499574752,2045,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,4.32619325836521,2046,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,4.39165987890323,2047,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,4.46686468110918,2048,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,4.54821516313167,2049,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,4.63574137456078,2050,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,4.72926621085927,2051,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,4.82849282692021,2052,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,4.93293413936794,2053,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,5.04184544589911,2054,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,5.15429325902526,2055,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,5.26936810642888,2056,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,5.38708795674798,2057,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,5.50699518434296,2058,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,5.62859718914909,2059,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,5.75135225928936,2060,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,5.87500369244293,2061,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,5.99939869094909,2062,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
0,0,Agriculture and Managed Soil:n2o,Agriculture and Managed Soil,Non-LULUCF,6.12388471634177,2063,n2o,0,0,Strategy TX:BASE,UGA,uganda,SISEPUEDE
