Primary Id,Strategy,Strategy Id,Year,Subsector,Emission
0,BASE,0,2015,Agriculture,29.342413615311877
0,BASE,0,2016,Agriculture,29.38412184038243
0,BASE,0,2017,Agriculture,29.50659166738144
0,BASE,0,2018,Agriculture,29.8325506319935
0,BASE,0,2019,Agriculture,30.01244254156512
0,BASE,0,2020,Agriculture,30.190038889468617
0,BASE,0,2021,Agriculture,30.66840247910454
0,BASE,0,2022,Agriculture,30.726709841280066
0,BASE,0,2023,Agriculture,30.87230798420916
0,BASE,0,2024,Agriculture,31.01634911233977
0,BASE,0,2025,Agriculture,31.15887239511163
0,BASE,0,2026,Agriculture,31.299912477331677
0,BASE,0,2027,Agriculture,31.439500246853935
0,BASE,0,2028,Agriculture,31.577663470764954
0,BASE,0,2029,Agriculture,31.71442732236352
0,BASE,0,2030,Agriculture,31.84981481747203
69069,PFLO:NDC_2,6006,2015,Agriculture,29.342413615311877
69069,PFLO:NDC_2,6006,2016,Agriculture,29.38412184038244
69069,PFLO:NDC_2,6006,2017,Agriculture,29.50659166738145
69069,PFLO:NDC_2,6006,2018,Agriculture,29.83255063199347
69069,PFLO:NDC_2,6006,2019,Agriculture,30.012442541565093
69069,PFLO:NDC_2,6006,2020,Agriculture,30.19003888946873
69069,PFLO:NDC_2,6006,2021,Agriculture,30.67146871298181
69069,PFLO:NDC_2,6006,2022,Agriculture,30.7292445888168
69069,PFLO:NDC_2,6006,2023,Agriculture,30.83920947348083
69069,PFLO:NDC_2,6006,2024,Agriculture,30.947745472950626
69069,PFLO:NDC_2,6006,2025,Agriculture,31.054895464513375
69069,PFLO:NDC_2,6006,2026,Agriculture,31.1606955546324
69069,PFLO:NDC_2,6006,2027,Agriculture,31.26517616120923
69069,PFLO:NDC_2,6006,2028,Agriculture,31.368362906230537
69069,PFLO:NDC_2,6006,2029,Agriculture,31.470277351564956
69069,PFLO:NDC_2,6006,2030,Agriculture,31.570937604698752
0,BASE,0,2015,Forest,-11.023217860035302
0,BASE,0,2016,Forest,-11.040972554810695
0,BASE,0,2017,Forest,-11.281588417071651
0,BASE,0,2018,Forest,-11.509127880163849
0,BASE,0,2019,Forest,-11.730824250684108
0,BASE,0,2020,Forest,-11.20232684154776
0,BASE,0,2021,Forest,-10.79234841518574
0,BASE,0,2022,Forest,-10.811516400834284
0,BASE,0,2023,Forest,-10.742448600567911
0,BASE,0,2024,Forest,-10.859234922611796
0,BASE,0,2025,Forest,-10.991248277205573
0,BASE,0,2026,Forest,-11.173264213431862
0,BASE,0,2027,Forest,-11.363534605274335
0,BASE,0,2028,Forest,-11.564857661875212
0,BASE,0,2029,Forest,-11.779565202108223
0,BASE,0,2030,Forest,-12.009685156498035
69069,PFLO:NDC_2,6006,2015,Forest,-11.023217860035302
69069,PFLO:NDC_2,6006,2016,Forest,-11.040972554797806
69069,PFLO:NDC_2,6006,2017,Forest,-11.281588417051134
69069,PFLO:NDC_2,6006,2018,Forest,-11.509127880137497
69069,PFLO:NDC_2,6006,2019,Forest,-11.73082425066558
69069,PFLO:NDC_2,6006,2020,Forest,-11.202326841505512
69069,PFLO:NDC_2,6006,2021,Forest,-10.79234841506072
69069,PFLO:NDC_2,6006,2022,Forest,-10.83393654360264
69069,PFLO:NDC_2,6006,2023,Forest,-10.887576265784473
69069,PFLO:NDC_2,6006,2024,Forest,-11.126541155766906
69069,PFLO:NDC_2,6006,2025,Forest,-11.380275532795784
69069,PFLO:NDC_2,6006,2026,Forest,-11.683627860105622
69069,PFLO:NDC_2,6006,2027,Forest,-11.99492437792114
69069,PFLO:NDC_2,6006,2028,Forest,-12.31703912049835
69069,PFLO:NDC_2,6006,2029,Forest,-12.652381244622926
69069,PFLO:NDC_2,6006,2030,Forest,-13.003057628540802
0,BASE,0,2015,Land Use,9.772252890549987
0,BASE,0,2016,Land Use,11.16520368020628
0,BASE,0,2017,Land Use,11.069234590400702
0,BASE,0,2018,Land Use,10.905206205032217
0,BASE,0,2019,Land Use,11.468562004280942
0,BASE,0,2020,Land Use,11.501242965227268
0,BASE,0,2021,Land Use,11.527536711470818
0,BASE,0,2022,Land Use,11.552235352182862
0,BASE,0,2023,Land Use,11.575303858060453
0,BASE,0,2024,Land Use,11.596714234097256
