strategy,strategy_id,primary_id,region,strategy_code,emission_co2e_total_diff,air_pollution,congestion,consumer_savings,crop_value,ecosystem_services,env_pollution,fuel_cost,human_health,ippu_value,land_pollution,lvst_value,road_safety,sector_specific,system_cost,technical_cost,technical_savings,water_pollution,consumer_savings_mi_CO2e,crop_value_mi_CO2e,technical_cost_mi_CO2e,technical_savings_mi_CO2e,sector_specific_mi_CO2e,air_pollution_mi_CO2e,ippu_value_mi_CO2e,ecosystem_services_mi_CO2e,fuel_cost_mi_CO2e,lvst_value_mi_CO2e,land_pollution_mi_CO2e,congestion_mi_CO2e,road_safety_mi_CO2e,system_cost_mi_CO2e,water_pollution_mi_CO2e,human_health_mi_CO2e,env_pollution_mi_CO2e,net_benefit,net_benefit_mi_CO2e,additional_benefits,total_transformation_costs,total_transformation_costs_mi_CO2e
NZ,6004,71071,uganda,PFLO:NZ,-4117.195991311852,59.30919785365525,42.38357735501969,353.9149047169374,132.96012198464956,6.818154592357981,167.32356514402798,110.9891935440607,331.3631142744186,7.617592282080825,0.1254272463879294,-4.3575151748,57.869583564803015,113.19070411884941,624.2763201382343,-1026.7617361378993,120.4363910060837,232.53585903723712,85.96017907910436,32.29385296819082,-249.38374036712904,29.252042229767486,27.492182630534366,14.405240357469044,1.8501893760111359,1.6560189524000606,26.957471487456804,-1.058369624374276,0.030464239898369484,10.294282187308532,14.055581441087574,151.6265733901394,56.47918134767852,80.48271565737078,40.64017489017182,1329.994455546104,323.0340402430857,2356.7561916840036,-795.336151587755,-193.17422664990477
NDC_2,6006,73073,uganda,PFLO:NDC_2,-2419.6842522475636,48.765907116590085,33.6690558272388,280.18784092368173,334.46439132059805,11.598092507389199,181.91785344290835,36.349875745648106,373.27543024,1.6291003018632793,0.03288212792988372,-3.232237308,45.02638313019702,104.64533984867045,-0.2685122043753537,-693.3920493069462,24.698977187192938,253.65829415458262,115.79520785136518,138.22646116323867,-286.5630293137948,10.207520739224915,43.24751865929156,20.153830844372802,0.6732697873080187,4.79322560231407,15.022569871206926,-1.3358095400247711,0.013589429240340189,13.914648490175834,18.608371356045122,-0.11096993507559581,104.83115469258765,154.26617332128228,75.1824760912218,1033.0266250551688,426.92620910998,1726.4186743621149,-632.3431963741052,-261.33293870336297
